HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.origin,Input.sent_id,Input.method,Input.original_sentence,Input.simplified_sentence,Answer.grammar_original,Answer.grammar_simplified,Answer.meaning_preservation,Answer.simplicity,Approve,Reject
306996CF6XI62J7CSGU6I4LI9AU1BD,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3GLB5JMZFZTZ7FTTEXBH819A5HPGDZ,AYTH0E5PUXWX8,Approved,Wed Apr 22 10:49:15 PDT 2020,Wed Apr 22 10:49:40 PDT 2020,Sat Apr 25 10:49:40 PDT 2020,Thu Apr 23 08:34:21 PDT 2020,,,25,100% (13/13),100% (13/13),100% (13/13),House,168230,CHV,[Opacity] in the left temporal lobe.,[opaque] in the left temporal lobe.,5,3,5,0,,
306996CF6XI62J7CSGU6I4LI9AU1BD,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3T3IWE1XG8LX1TJ43JG87JVYEQLTQP,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:49:14 PDT 2020,Wed Apr 22 10:53:18 PDT 2020,Sat Apr 25 10:53:18 PDT 2020,Thu Apr 23 07:07:13 PDT 2020,,,244,57% (50/87),57% (50/87),57% (50/87),House,168230,CHV,[Opacity] in the left temporal lobe.,[opaque] in the left temporal lobe.,5,5,5,0,,
3HY86PZXPZG49MJW27WWJCR3C77E1Q,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,37TRT2X24SPGJKLA875EAODQUOUBJR,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:50:30 PDT 2020,Wed Apr 22 10:54:17 PDT 2020,Sat Apr 25 10:54:17 PDT 2020,Thu Apr 23 07:07:13 PDT 2020,,,227,57% (50/87),57% (50/87),57% (50/87),House,27260,CHV,Maybe it's [shigellosis].,Maybe it's [shigella].,5,5,5,1,,
3HY86PZXPZG49MJW27WWJCR3C77E1Q,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3TPZPLC3M2A720KVORVSP11QFVN3PS,A3NFGEUZAH9V5G,Approved,Wed Apr 22 10:50:03 PDT 2020,Wed Apr 22 10:50:16 PDT 2020,Sat Apr 25 10:50:16 PDT 2020,Thu Apr 23 07:42:45 PDT 2020,,,13,85% (11/13),85% (11/13),85% (11/13),House,27260,CHV,Maybe it's [shigellosis].,Maybe it's [shigella].,4,4,4,1,,
3HY86PZXPZG49MJW27WWJCR3C77E1Q,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3WMINLGALD1OSWACS1OWS9GPMMZACG,A1ENLHLS8YOFYJ,Approved,Wed Apr 22 10:45:27 PDT 2020,Wed Apr 22 10:45:45 PDT 2020,Sat Apr 25 10:45:45 PDT 2020,Thu Apr 23 05:57:54 PDT 2020,,,18,100% (27/27),100% (27/27),100% (27/27),House,27260,CHV,Maybe it's [shigellosis].,Maybe it's [shigella].,5,5,5,1,,
3D0LPO3EACXNBJ7O8A612BWRNULYOB,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,32UTUBMZ7IUPAFL4PWJXDCOKPB1BVC,A2T82A0E42NI51,Rejected,Wed Apr 22 10:50:02 PDT 2020,Wed Apr 22 10:50:09 PDT 2020,Sat Apr 25 10:50:09 PDT 2020,,Thu Apr 23 04:54:47 PDT 2020,probably a bot,7,0% (0/33),0% (0/33),0% (0/33),House,168230,MLM,[Opacity] in the left temporal lobe.,[Blood] in the left temporal lobe.,3,3,3,0,,
3D0LPO3EACXNBJ7O8A612BWRNULYOB,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,36WLNQG7818884ZIU6UND80YPJ9BEN,A1LQZMAUNWD6FW,Rejected,Thu Apr 23 06:58:32 PDT 2020,Thu Apr 23 06:59:18 PDT 2020,Sun Apr 26 06:59:18 PDT 2020,,Thu Apr 23 08:56:34 PDT 2020,no quality answers,46,13% (1/8),13% (1/8),13% (1/8),House,168230,MLM,[Opacity] in the left temporal lobe.,[Blood] in the left temporal lobe.,5,4,5,2,,
3D0LPO3EACXNBJ7O8A612BWRNULYOB,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,386PBUZZXHVSWT7MZKU8OR9V6LAJLU,A36JOP57WZ4G52,Rejected,Thu Apr 23 05:09:58 PDT 2020,Thu Apr 23 05:10:21 PDT 2020,Sun Apr 26 05:10:21 PDT 2020,,Thu Apr 23 06:57:50 PDT 2020,no quality anwers,23,0% (0/6),0% (0/6),0% (0/6),House,168230,MLM,[Opacity] in the left temporal lobe.,[Blood] in the left temporal lobe.,5,5,5,0,,
3D0LPO3EACXNBJ7O8A612BWRNULYOB,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3C6FJU71TSRLA8PFUYNCP1K2WD9YUO,A219VCQZADQ45W,Approved,Wed Apr 22 10:48:22 PDT 2020,Wed Apr 22 10:48:45 PDT 2020,Sat Apr 25 10:48:45 PDT 2020,Thu Apr 23 06:06:54 PDT 2020,,,23,100% (43/43),100% (43/43),100% (43/43),House,168230,MLM,[Opacity] in the left temporal lobe.,[Blood] in the left temporal lobe.,5,5,2,-2,,
3D0LPO3EACXNBJ7O8A612BWRNULYOB,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3FQ5JJ512NMDVDGPTIAZ2YDXQ27NKQ,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:46:25 PDT 2020,Wed Apr 22 10:50:13 PDT 2020,Sat Apr 25 10:50:13 PDT 2020,Thu Apr 23 07:07:12 PDT 2020,,,228,57% (50/87),57% (50/87),57% (50/87),House,168230,MLM,[Opacity] in the left temporal lobe.,[Blood] in the left temporal lobe.,4,4,4,1,,
3D0LPO3EACXNBJ7O8A612BWRNULYOB,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,6,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3ZDAD0O1T3BHAQKGPXB01RRRBX1TXN,A2IMAGGCST8170,Approved,Thu Apr 23 08:57:57 PDT 2020,Thu Apr 23 08:58:15 PDT 2020,Sun Apr 26 08:58:15 PDT 2020,Thu Apr 23 09:19:07 PDT 2020,,,18,100% (7/7),100% (7/7),100% (7/7),House,168230,MLM,[Opacity] in the left temporal lobe.,[Blood] in the left temporal lobe.,5,5,4,2,,
31KSVEGZ35QMJR44L15HB9GGN95WRJ,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3NVC2EB65SX1BECWFERB2SU2J0Q3YM,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:50:07 PDT 2020,Wed Apr 22 10:53:56 PDT 2020,Sat Apr 25 10:53:56 PDT 2020,Thu Apr 23 07:07:13 PDT 2020,,,229,57% (50/87),57% (50/87),57% (50/87),House,35422,CHV,"Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [tendinitis] through an expensive and painful test.","Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [tendonitis] through an expensive and painful test.",4,4,4,0,,
31KSVEGZ35QMJR44L15HB9GGN95WRJ,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3TMSXRD2X8Y1C63HD9V4T2UPA8BW1N,A3NFGEUZAH9V5G,Approved,Wed Apr 22 10:49:33 PDT 2020,Wed Apr 22 10:50:01 PDT 2020,Sat Apr 25 10:50:01 PDT 2020,Thu Apr 23 07:42:45 PDT 2020,,,28,85% (11/13),85% (11/13),85% (11/13),House,35422,CHV,"Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [tendinitis] through an expensive and painful test.","Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [tendonitis] through an expensive and painful test.",4,4,4,1,,
31KSVEGZ35QMJR44L15HB9GGN95WRJ,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3XUHV3NRVMWI3Y9BJXBGVPXJ704H5R,A3C4G077LRTC6D,Approved,Wed Apr 22 10:50:57 PDT 2020,Wed Apr 22 10:51:44 PDT 2020,Sat Apr 25 10:51:44 PDT 2020,Thu Apr 23 05:42:36 PDT 2020,,,47,100% (11/11),100% (11/11),100% (11/11),House,35422,CHV,"Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [tendinitis] through an expensive and painful test.","Because she took such an interest, she discovered a tiny nodule... which in reality signified nothing but gave us no choice... but to put a person with [tendonitis] through an expensive and painful test.",4,5,5,2,,
309D674SH0JQPMHA8DJQZ049D7LBCD,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,33L7PJKHCIWRVPJ8HPZ8LSAYKK08TU,A3BI0AX5T5GVO3,Approved,Wed Apr 22 10:50:14 PDT 2020,Wed Apr 22 10:54:11 PDT 2020,Sat Apr 25 10:54:11 PDT 2020,Thu Apr 23 07:07:14 PDT 2020,,,237,57% (50/87),57% (50/87),57% (50/87),House,78797,CHV,To Reduce The [Encephalocele] Cyst,To Reduce The [cranioschisis] Cyst,4,4,4,0,,
309D674SH0JQPMHA8DJQZ049D7LBCD,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3PWWM24LHUWXBQPVYAFCK518K7N28W,A1ENLHLS8YOFYJ,Approved,Wed Apr 22 10:51:14 PDT 2020,Wed Apr 22 10:51:27 PDT 2020,Sat Apr 25 10:51:27 PDT 2020,Thu Apr 23 05:57:54 PDT 2020,,,13,100% (27/27),100% (27/27),100% (27/27),House,78797,CHV,To Reduce The [Encephalocele] Cyst,To Reduce The [cranioschisis] Cyst,4,4,3,0,,
309D674SH0JQPMHA8DJQZ049D7LBCD,3BIS89HFPMUD7HXKH5MD2ZJCOAJR1W,Rate automatically simplified medical terms in sentences,"Rate the grammaticality, meaning preservation and simplification of the automatically simplified medical term in the sentence.","Medical Lexical Simplification, Lexical Simplification, Machine Translation, Consumer Health Vocabulary",$0.05,Wed Apr 22 10:42:16 PDT 2020,3,BatchId:4005448;OriginalHitTemplateId:920937336;,7200,259200,Wed Apr 29 10:42:16 PDT 2020,,,3VZLGYJEYN8DW2TFVP0INFS8WPUZX8,A947BPLJ61UU6,Approved,Wed Apr 22 10:46:57 PDT 2020,Wed Apr 22 10:47:10 PDT 2020,Sat Apr 25 10:47:10 PDT 2020,Thu Apr 23 07:37:44 PDT 2020,,,13,100% (30/30),100% (30/30),100% (30/30),House,78797,CHV,To Reduce The [Encephalocele] Cyst,To Reduce The [cranioschisis] Cyst,5,5,4,0,,
