origin;sent_id;sentence;source_term;CHV_selection;CHV_substitution;sim_scores
wiki_fully;375;Ricketts retired from the Royal Marines on 1 June 1944 because of ill health and died at his home in Reigate, Surrey, on 15 May 1945, after an operation for cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0
wiki_fully;383;A study published in the International Journal of Obesity (11 January 2005) also found that the consumption of low-fat yogurt can promote weight loss, relative to a gelatin placebo.;Obesity;['obesity'];obesity;100.0
wiki_fully;407;Leishmania currently affects 12 million people in 98 countries.;Leishmania;[];;
wiki_fully;408;"Their primary hosts are vertebrates; Leishmania commonly infects hyraxes, canids, rodents, and humans.";Leishmania;[];;
wiki_fully;432;There were no advanced facilities for treatment in the village, so he was taken to an elderly woman in a nearby village who was known to cure trachoma boils to provide relief.;trachoma;['trachoma'];trachoma;100.0
wiki_fully;433;Following a series of small strokes during the last three years of her life, Colbert died in 1996 at her second home in Barbados, where she was employing one housekeeper and two cooks.;strokes;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;446;Further injections eventually led to gangrene.;gangrene;['gangrene'];gangrene;100.0
wiki_fully;467;Shortly afterward Koch suffered a stroke in 1987 while in office, but was able to continue with his duties.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;472;Both girls caught typhus and Jane nearly died.;typhus;['typhus', 'typhoid fever', 'epidemic typhus'];typhus;100.0
wiki_fully;483;It was first used to treat malaria in Rome in 1631.;malaria;['malaria', 'malarial fever'];malaria;100.0
wiki_fully;526;On 22 November 2009 he was admitted to the Pichilemu Hospital, and died on 23 November at 14:00 local time, of pneumonia at the age of 88.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0
wiki_fully;530;In late 117, while sailing back to Rome, Trajan fell ill and died of a stroke in the city of Selinus.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;531;Juniper berries act as a strong urinary tract disinfectant if consumed, and were used by Navajo people as an herbal remedy for diabetes.;diabetes;['diabetes'];diabetes;100.0
wiki_fully;559;A cold usually begins with fatigue, a feeling of being chilled, sneezing and a headache, followed in a couple of days by a runny nose and cough.;headache;['headache', 'one-sided migraine', 'orthostatic headache', 'throbbing headache', 'one sided headache'];headache;100.0
wiki_fully;574;Sleepwalking may last as little as 30 seconds or as long as 30 minutes.;Sleepwalking;['sleepwalking'];sleepwalking;100.0
wiki_fully;619;Coleridge-Taylor was 37 when he died of pneumonia a few days after collapsing at West Croydon railway station.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0
wiki_fully;629;At Snow's request, the handle of the pump was removed, and new cholera cases ceased almost at once.;cholera;['cholera'];cholera;100.0
wiki_fully;630;Further investigation of the area revealed the Broad Street pump was near a cesspit under the home of the outbreak's first cholera victim.;cholera;['cholera'];cholera;100.0
wiki_fully;631;Though disease had been mapped thematically, Snow's cholera map in 1854 is the best known example of using thematic maps for analysis.;cholera;['cholera'];cholera;100.0
wiki_fully;632;Starting with an accurate base map of a London neighborhood which included streets and water pump locations, Snow mapped out the incidents of cholera death.;cholera;['cholera'];cholera;100.0
wiki_fully;642;Hall would eventually succumb to pneumonia, related to his influenza, in a hospital in Seattle, Washington just five days after the Stanley Cup Final series was abandoned.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0
wiki_fully;648;Anastasia's older sister, Maria, reportedly hemorrhaged in December 1914 during an operation to remove her tonsils, according to her paternal aunt Grand Duchess Olga Alexandrovna of Russia, who was interviewed later in her life.;hemorrhaged;['bleeding'];bleeding;14.0
wiki_fully;652;Collectively, their work on lepidoptera, and on human blood groups, established the field, and threw light on selection in natural populations where its role had been once doubted.;lepidoptera;[];;
wiki_fully;653;He was also known for his unusual form of stroke.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;657;"However after a long, difficult negotiation, which he reported in the Chess Player's Chronicle, Staunton went to Paris intending to start their third match in October 1844, but he caught pneumonia while traveling and almost died; the match was postponed and never took place.";pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0
wiki_fully;665;"It has often been reported that in the advanced stages of his arthritis, he painted by having a brush strapped to his paralyzed fingers, but this is erroneous; Renoir remained able to grasp a brush, although he required an assistant to place it in his hand.";arthritis;['arthritis', 'polyarthritis', 'polyarticular arthritis'];arthritis;100.0
wiki_fully;667;Renoir painted during the last twenty years of his life even when he was wheelchair-bound and arthritis severely limited his movement.;arthritis;['arthritis', 'polyarthritis', 'polyarticular arthritis'];arthritis;100.0
wiki_fully;673;"In 1975 Robert Ader and Nicholas Cohen at the University of Rochester advanced PNI with their demonstration of classic conditioning of immune function, and coined the term ""psychoneuroimmunology"".";PNI;[];;
wiki_fully;680;He traveled to Spain in 1826, but returned to Bordeaux, where he died of a stroke in 1828, at the age of 82.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;708;However, in certain conditions, some species are thought to be capable of causing disease by producing infection or increasing cancer risk for the host.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0
wiki_fully;725;The heterozygote has a permanent advantage (a higher fitness) wherever malaria exists.;malaria;['malaria', 'malarial fever'];malaria;100.0
wiki_fully;740;Within a brief period, he suffered a mild stroke, his daughter Adèle's internment in an insane asylum, and the death of his two sons.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;742;Victor Hugo's death from pneumonia on 22 May 1885, at the age of 83, generated intense national mourning.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0
wiki_fully;747;Lipscomb resided in Cambridge, Massachusetts until his death in 2011 from pneumonia.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0
wiki_fully;756;Held in Seattle, the two teams were tied in the best-of-five series when it was canceled due to the Spanish flu epidemic, the first time the Stanley Cup was not awarded.;flu;['flu'];flu;100.0
wiki_fully;786;In thalassemia, the disorder is caused by the weakening and destruction of red blood cells.;thalassemia;['thalassemia', 'delta-beta thalassemia'];thalassemia;100.0
wiki_fully;808;The hallmark of this condition is a rapid onset of partial or complete paralysis that often occurs overnight.;paralysis;"['paralysis', ""todd's paralysis""]";paralysis;100.0
wiki_fully;817;Abnormal splicing variants are also thought to contribute to the development of cancer, although such aberrant splicoforms are, under normal conditions, usually safeguarded and eliminated by a posttranscriptional quality control mechanism.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0
wiki_fully;859;Prior to his plague research, Borat worked as an ice maker, gypsy catcher, animal puller (one who produces semen from animals) and computer maintenance engineer (specifically, removing dead birds which had nested in the vents in the computer's casing).;plague;['plague', 'bubonic plague', 'pneumonic plague'];plague;100.0
wiki_fully;865;While recovering from a childhood bout of appendicitis, Punnett became acquainted with Jardine's Naturalist's Library and developed an interest in natural history.;appendicitis;['appendicitis'];appendicitis;100.0
wiki_fully;897;Patience was to die of a fever In Plymouth in 1634 as the first wife of colony governor Thomas Prence.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
wiki_fully;905;In the 1970s, antibiotic treatments and vaccines for leprosy were developed using armadillos, then given to humans.;leprosy;['leprosy'];leprosy;100.0
wiki_fully;914;Her third ex-husband Anthony Franciosa had a stroke on the day she died and, himself, died five days later.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;917;The main symptom of jaundice is a yellow discoloration of the white part of the eyes (sclera) and of the skin.;jaundice;['jaundice'];jaundice;100.0
wiki_fully;936;Then we see her deliberately contract cholera and be transferred to hospital.;cholera;['cholera'];cholera;100.0
wiki_fully;946;Coombs suffered a stroke on September 10, 2001, and died on September 18, 2001 at the age of 73.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;948;If the stressful conditions persist, the polyp eventually dies.;polyp;['polyp'];polyp;100.0
wiki_fully;950;"Further variation exists; thus, specific influenza strain isolates are identified by a standard nomenclature specifying virus type, geographical location where first isolated, sequential number of isolation, year of isolation, and HA and NA subtype.";influenza;['flu'];flu;50.0
wiki_fully;955;Examples of the nomenclature are: The type A viruses are the most virulent human pathogens among the three influenza types and cause the most severe disease.;influenza;['flu'];flu;50.0
wiki_fully;958;This type of influenza mutates at a rate 2-3 times lower than type A and consequently is less genetically diverse, with only one influenza B serotype.;influenza;['flu'];flu;50.0
wiki_fully;989;By then, he had begun to exhibit the effects of diabetes, and to lose interest in the prospect of playing or managing professional baseball.;diabetes;['diabetes'];diabetes;100.0
wiki_fully;990;Brutus is said to have been wounded in the hand and in the legs.;Brutus;[];;
wiki_fully;992;Ives died of a stroke in 1954 in New York City.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;993;After continuing health problems, including diabetes, in 1930 he retired from his insurance business, which gave him more time to devote to his musical work, but he was unable to write any new music.;diabetes;['diabetes'];diabetes;100.0
wiki_fully;997;The pair raised # 64,000 for charity with half of that sum going to the British Olympic Association and a quarter of the sum going to Asthma UK.;Asthma;['asthma', 'bronchitic asthma'];asthma;100.0
wiki_fully;998;He died of pneumonia and was buried at the Saint-Pierre Cemetery in his hometown of Aix-en-Provence.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0
wiki_fully;1000;Furthermore, low acid (high pH) levels in the stomach are linked with bacterial overgrowth (as the stomach does not kill microbes normally present in food), which can manifest as diarrhea or decreased absorption of nutrients or vitamins.;diarrhea;['diarrhea', 'diarrhea symptoms'];diarrhea;100.0
wiki_fully;1001;As a medical condition, it is also called gymnophobia.;gymnophobia;[];;
wiki_fully;1010;The Plague of 1771 was the last massive outbreak of plague in central Russia, claiming up to 100,000 lives in Moscow alone.;plague;['plague', 'bubonic plague', 'pneumonic plague'];plague;100.0
wiki_fully;1024;The canes were also used to keep people away, to remove clothing from plague victims without having to touch them, and to take a patient's pulse.;plague;['plague', 'bubonic plague', 'pneumonic plague'];plague;100.0
wiki_fully;1027;The Genevese physician Jean-Jacques Manget, in his 1721 work Treatise on the Plague written just after the Great Plague of Marseille, describes the costume worn by plague doctors at Nijmegen in 1636-1637.;plague;['plague', 'bubonic plague', 'pneumonic plague'];plague;100.0
wiki_fully;1029;This costume was also worn by plague doctors during the Plague of 1656, which killed 145,000 people in Rome and 300,000 in Naples.;plague;['plague', 'bubonic plague', 'pneumonic plague'];plague;100.0
wiki_fully;1030;This popular seventeenth century poem describes the plague doctor's costume.;plague;['plague', 'bubonic plague', 'pneumonic plague'];plague;100.0
wiki_fully;1031;"Doctors believed the herbs would counter the ""evil"" smells of the plague and prevent them from becoming infected.";plague;['plague', 'bubonic plague', 'pneumonic plague'];plague;100.0
wiki_fully;1032;Some modern writers have described fourteenth-century plague doctors as wearing bird-like masks.;plague;['plague', 'bubonic plague', 'pneumonic plague'];plague;100.0
wiki_fully;1037;During his career, Hench was one of the founding members of the American Rheumatism Association, and served as its president in 1940 and 1941.;Rheumatism;['rheumatism', 'collagen disease'];rheumatism;100.0
wiki_fully;1045;While the plague raged in Venice, Titian died of a fever on 27 August 1576.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
wiki_fully;1058;On July 30, 1980, Richard suffered a stroke and collapsed while playing a game of catch before an Astros game, and was rushed to the hospital for emergency surgery to remove a life-threatening blood clot in his neck.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1059;However in April 1940 he suffered a massive stroke.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1077;"A spontaneous abortion can also be caused by accidental trauma; intentional trauma or stress to cause miscarriage is considered induced abortion or feticide.";miscarriage;['miscarriage'];miscarriage;100.0
wiki_fully;1093;The bone marrow of a normal healthy adult produces more than 100 billion neutrophils per day, and more than 10 times that many per day during acute inflammation.;inflammation;['inflammation'];inflammation;100.0
wiki_fully;1104;Inflammation is stimulated by chemical factors released by injured cells and serves to establish a physical barrier against the spread of infection, and to promote healing of any damaged tissue following the clearance of pathogens.;Inflammation;['inflammation'];inflammation;100.0
wiki_fully;1110;Although his time there was marked by variable health from asthma attacks, he nevertheless became an intellectual hero of the Whigs.;asthma;['asthma', 'bronchitic asthma'];asthma;100.0
wiki_fully;1152;Thaxter's career stalled after an attack of polio in 1952.;polio;['polio', 'polioencephalitis'];polio;100.0
wiki_fully;1158;He died intestate in Sydney on 21 July 1868 of pneumonia, and was accorded a State Funeral.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0
wiki_fully;1167;In 1831, an outbreak of cholera devastated the region and eliminated most if not all of the Mandaean religious authorities.;cholera;['cholera'];cholera;100.0
wiki_fully;1174;Gustav Stresemann died of a stroke in October 1929 at the age of 51.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1194;Prevention of human-to-human transmission Influenza spreads between humans when infected people cough or sneeze, then other people breathe in the virus or touch something with the virus on it and then touch their own face.;Influenza;['flu'];flu;50.0
wiki_fully;1200;She died from the 1918 flu pandemic.;flu;['flu'];flu;100.0
wiki_fully;1201;After serving in the Royal Flying Corps during the First World War, he maintained his reputation when cricket resumed in 1919, but his career was threatened by appendicitis, which caused him to miss most of the 1921 season.;appendicitis;['appendicitis'];appendicitis;100.0
wiki_fully;1207;Chlamydia can be transmitted during vaginal, anal, or oral sex, and can be passed from an infected mother to her baby during childbirth.;Chlamydia;[];;
wiki_fully;1222;While other treatments for croup have been studied, none have sufficient evidence to support their use.;croup;['croup'];croup;100.0
wiki_fully;1229;In 1742 Maria Anna took over power as regent after her husband suffered a stroke, which left him partially paralyzed.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1231;Vector control refers to methods used to decrease malaria by reducing the levels of transmission by mosquitoes.;malaria;['malaria', 'malarial fever'];malaria;100.0
wiki_fully;1243;In the case of double-fisting, pleasure is derived more from the stretching of the anus or vagina than from the thrusting (in-and-out) movement of hands.;double-fisting;[];;
wiki_fully;1257;It is one of the rarest forms of synesthesia.;synesthesia;['synesthesia'];synesthesia;100.0
wiki_fully;1286;If the body is unable to maintain a normal temperature and it increases significantly above normal, a condition known as hyperthermia occurs.;hyperthermia;['fever', 'hyperthermic', 'feverish'];fever;35.0
wiki_fully;1304;"In his 1995 novel Blindness, an entire unnamed country is stricken with a mysterious plague of ""white blindness"".";Blindness;['blindness', 'blind vision', 'amaurosis', 'complete blindness', 'temporary vision loss'];blindness;100.0
wiki_fully;1330;The primary bowel resection is the standard procedure for diverticulitis.;diverticulitis;['diverticulitis'];diverticulitis;100.0
wiki_fully;1338;Over the following summers, Martha's Vineyard was identified as the only place in the world where documented cases of tularemia resulted from lawn mowing.;tularemia;['tularemia'];tularemia;100.0
wiki_fully;1339;An outbreak of tularemia occurred in Kosovo in 1999-2000.;tularemia;['tularemia'];tularemia;100.0
wiki_fully;1364;When this type of cartilage starts to wear out (a process called arthritis), the joint becomes painful and stiff.;arthritis;['arthritis', 'polyarthritis', 'polyarticular arthritis'];arthritis;100.0
wiki_fully;1404;Their first child, Samuel Orchart, was born in May 1857 but died of croup in August of that year.;croup;['croup'];croup;100.0
wiki_fully;1429;"In the U.K., psychiatrists Paolo Fusar-Poli, Oliver Howes, Lucia Valmaggia and Philip McGuire of the Institute of Psychiatry in London described in the British Journal of Psychiatry what they referred to as the ""Truman Syndrome"": The authors suggest that the ""Truman explanation"" is a result of the patients' search for meaning in their perception that the ordinary world has changed in some significant but inexplicable way.";Psychiatry;[];;
wiki_fully;1483;Infants may feed poorly, vomit, sleep more, or show signs of jaundice.;jaundice;['jaundice'];jaundice;100.0
wiki_fully;1485;If the urine contains significant bacteria but there are no symptoms, the condition is known as asymptomatic bacteriuria.;bacteriuria;['bacteriuria'];bacteriuria;100.0
wiki_fully;1488;Other risk factors include diabetes, being uncircumcised, and having a large prostate.;diabetes;['diabetes'];diabetes;100.0
wiki_fully;1500;HCV is not spread through casual contact, such as hugging, kissing, or sharing eating or cooking utensils.;HCV;[];;
wiki_fully;1507;"There is no evidence that breast-feeding spreads HCV; however, to be cautious, an infected mother is advised to avoid breastfeeding if her nipples are cracked and bleeding, or her viral loads are high.";HCV;[];;
wiki_fully;1513;He was elected president in 1840, and died of pneumonia in April 1841, a month after taking office.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0
wiki_fully;1516;President Wilson suffered a severe stroke in October 1919.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1527;Henry's obesity hastened his death at the age of 55, which occurred on 28 January 1547 in the Palace of Whitehall, on what would have been his father's 90th birthday.;Henry;[];;
wiki_fully;1553;Sendak died on May 8, 2012, in Danbury, Connecticut, at Danbury Hospital, from complications of a stroke.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1564;The posterior pituitary (or neurohypophysis) is a lobe of the gland that is functionally connected to the hypothalamus by the median eminence via a small tube called the pituitary stalk (also called the infundibular stalk or the infundibulum).;neurohypophysis;[];;
wiki_fully;1566;The main story of the episode's first act sees Bart get appendicitis from eating a jagged metal Krusty-O.;appendicitis;['appendicitis'];appendicitis;100.0
wiki_fully;1567;"He stated that ""you ca n't get"" appendicitis from eating a piece of metal, but the writers decided to do it anyway.";appendicitis;['appendicitis'];appendicitis;100.0
wiki_fully;1568;Bart collapses on the medical room floor, and is taken to Springfield General Hospital where he undergoes surgery from Dr. Hibbert and Dr. Nick, as it emerges he has appendicitis.;appendicitis;['appendicitis'];appendicitis;100.0
wiki_fully;1571;Radcliffe is an asthma sufferer who has campaigned against the use of drugs in sport.;asthma;['asthma', 'bronchitic asthma'];asthma;100.0
wiki_fully;1586;They may also include leukoaraiosis (changes in the white matter of the brain): the white matter is more susceptible to vascular blockage due to reduced amount of blood vessels as compared to the cerebral cortex.;leukoaraiosis;[];;
wiki_fully;1587;In a broad study in 1998, more than 11 million people were estimated to have experienced a stroke in the United States.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1597;Fortunately, he was able to beat the gangrene before that became necessary, and was awarded a Purple Heart.;gangrene;['gangrene'];gangrene;100.0
wiki_fully;1603;The Stanley Cup was not awarded in 1919 because of a Spanish flu epidemic, and in 2005, as a consequence of the NHL lockout.;flu;['flu'];flu;100.0
wiki_fully;1619;Obesity increases the risk of many physical and mental conditions.;Obesity;['obesity'];obesity;100.0
wiki_fully;1620;Some research shows that obese people are less likely to be hired for a job and are less likely to be promoted.;obese;['obesity'];obesity;100.0
wiki_fully;1621;People are considered obese when their body mass index (BMI), a measurement obtained by dividing a person's weight by the square of the person's height, exceeds 30 kg/m2.;obese;['obesity'];obesity;100.0
wiki_fully;1625;He almost died of malnutrition.;malnutrition;['malnutrition', 'undernutrition'];malnutrition;100.0
wiki_fully;1629;He remained in a coma for three months.;coma;['coma'];coma;100.0
wiki_fully;1630;After being in a coma for three months, Argov regained consciousness, and was returned to Israel.;coma;['coma'];coma;100.0
wiki_fully;1643;The major complications include hemorrhage (1-2%) and infection (3-5%).;hemorrhage;['bleeding'];bleeding;14.0
wiki_fully;1652;It seems likely that the real cause of Marie Louise's death was appendicitis.;appendicitis;['appendicitis'];appendicitis;100.0
wiki_fully;1658;Gajdusek's best-known work focused on kuru.;kuru;['kuru'];kuru;100.0
wiki_fully;1660;Further research on the scrapie agent by Stanley Prusiner and others led to the identification of endogenous proteins called prions as the cause of these diseases.;scrapie;['scrapie'];scrapie;100.0
wiki_fully;1661;He lived among the Fore, studied their language and culture, and performed autopsies on kuru victims.;kuru;['kuru'];kuru;100.0
wiki_fully;1674;Returning to work, Fine and the other two Stooges were working on a new TV series entitled Kook's Tour in January 1970 when Larry suffered a debilitating stroke that paralyzed the left side of his body.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1676;He died of pneumonia in Belleville, only days short of his 94th birthday, and was buried in the Belleville Cemetery.;pneumonia;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;100.0
wiki_fully;1679;"He became the second victim of the cholera epidemic of 1831 and was buried in an unmarked ""pauper's"" grave.";cholera;['cholera'];cholera;100.0
wiki_fully;1680;Alba has also had asthma since she was a child.;asthma;['asthma', 'bronchitic asthma'];asthma;100.0
wiki_fully;1688;People with bronchiectasis may have bad breath indicative of active infection.;bronchiectasis;['bronchiectasis'];bronchiectasis;100.0
wiki_fully;1691;Except for one press appearance on May 23, 2011, Camping largely avoided press interviews after May 21, particularly after he suffered a stroke in June 2011.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1692;In October 2011, he retired from active broadcasting following a stroke, but still maintained a role at Family Radio.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1699;Both her parents died, her mother died at age 54 from complications after strokes and her father died at age 52 several years later.;strokes;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1701;On June 12, 1994, Calloway suffered a severe stroke.;stroke;['stroke', 'acute stroke'];stroke;100.0
wiki_fully;1722;The American Board of Allergy, Asthma, and Immunology is a conjoint board between internal medicine and pediatrics.;Asthma;['asthma', 'bronchitic asthma'];asthma;100.0
wiki_fully;1724;Within three months of his marriage, Dürer left for Italy, alone, perhaps stimulated by an outbreak of plague in Nuremberg.;plague;['plague', 'bubonic plague', 'pneumonic plague'];plague;100.0
wiki_fully;1727;"The heterozygote has a permanent advantage (a higher fitness) so long as malaria exists; and it has existed as a human parasite for a long time.";malaria;['malaria', 'malarial fever'];malaria;100.0
