origin;sent_id;sentence;BERN_extracted_ngram;MESHtoCUIs;BERN_CUI_to_CHV_ID;BERN_CHV_terms;BERN_CHV_freq_scores;exact_match_CUIs;exact_match_CUI_to_CHV_ID;exact_match_CHV_terms;exact_match_CHV_freq_scores;qumls_CUIs;qumls_CUI_to_CHV_ID;qumls_CHV_terms;qumls_CHV_freq_scores;CHV_selection;CHV_substitution;sim_scores
House;851;Pneumonitis from the hyperbaric chamber.;Pneumonitis;['C0032285', 'C0032300', 'C0887898', 'C3714636'];[['0000009867'], ['0000009870'], [], ['0000009867', '0000055518']];[['pneumonia'], ['pneumococcal pneumonia'], [], ['pneumonia', 'pulmonitis']];[[0.745931431], [0.423595921], [], [0.745931431, -1.0]];['C3714636', 'C0032285'];[['0000009867', '0000055518'], ['0000009867']];[['pneumonia', 'pulmonitis'], ['pneumonia']];[[0.745931431, -1.0], [0.745931431]];['C0032285', 'C3714636'];[['0000009867'], ['0000009867', '0000055518']];[['pneumonia'], ['pneumonia', 'pulmonitis']];[[0.745931431], [0.745931431, -1.0]];['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;88.0
House;855;Could be from the hypotensive episode.;hypotensive;[];[];[];[];['C0857353'];[['0000050528']];[['hypotensive']];[[0.288822303]];['C0857353'];[['0000050528']];[['hypotensive']];[[0.288822303]];['hypotensive'];hypotensive;100.0
House;953;She's starting to run a fever, and the rash is spreading.;fever;['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['C0015967', 'C0424755'];[['0000005010', '0000022654', '0000022653'], ['0000033391']];[['fever', 'hyperthermic', 'feverish'], ['fever symptoms']];[[0.817293983, -1.0, -1.0], [0.54892969]];['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;974;All the rest of the symptoms can be explained by a severe long-term allergic reaction.;allergic;['C0020517', 'C1527304'];[['0000006439', '0000050654', '0000057872'], []];[['allergy', 'hypersensitivity symptom', 'hypersensitivity'], []];[[0.836777069, -1.0, 0.310206981], []];['C0700624'];[];[];[];[];[];[];[];['allergy', 'hypersensitivity symptom', 'hypersensitivity'];allergy;92.0
House;1006;Once we isolate what's causing your allergy, then we can be a little more lax.;allergy;['C0020517', 'C1527304'];[['0000006439', '0000050654', '0000057872'], []];[['allergy', 'hypersensitivity symptom', 'hypersensitivity'], []];[[0.836777069, -1.0, 0.310206981], []];['C0020517', 'C0002111', 'C3539909', 'C1314973', 'C1527304', 'C1547542'];[['0000006439', '0000050654', '0000057872'], [], []];[['allergy', 'hypersensitivity symptom', 'hypersensitivity'], [], []];[[0.836777069, -1.0, 0.310206981], [], []];['C0020517', 'C0719113', 'C0719656'];[['0000006439', '0000050654', '0000057872']];[['allergy', 'hypersensitivity symptom', 'hypersensitivity']];[[0.836777069, -1.0, 0.310206981]];['allergy', 'hypersensitivity', 'hypersensitivity symptom'];allergy;100.0
House;1031;As long as she's not exposed to anything that can aggravate her allergy, she'll be fine.;allergy;['C0020517', 'C1527304'];[['0000006439', '0000050654', '0000057872'], []];[['allergy', 'hypersensitivity symptom', 'hypersensitivity'], []];[[0.836777069, -1.0, 0.310206981], []];['C0020517', 'C0002111', 'C3539909', 'C1314973', 'C1527304', 'C1547542'];[['0000006439', '0000050654', '0000057872'], [], []];[['allergy', 'hypersensitivity symptom', 'hypersensitivity'], [], []];[[0.836777069, -1.0, 0.310206981], [], []];['C0020517', 'C0719113', 'C0719656'];[['0000006439', '0000050654', '0000057872']];[['allergy', 'hypersensitivity symptom', 'hypersensitivity']];[[0.836777069, -1.0, 0.310206981]];['allergy', 'hypersensitivity', 'hypersensitivity symptom'];allergy;100.0
House;1109;It would have been easier to deal with a tumor.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1343;Hypersomnia and personality changes point toward the brain.;Hypersomnia;['C0917799', 'C0020524', 'C0751227', 'C0751228', 'C0751226', 'C0751229'];[['0000052356'], [], [], [], [], ['0000048405']];[['hypersomnia'], [], [], [], [], ['hypersomnolence']];[[0.105735939], [], [], [], [], [0.093898188]];['C0917799'];[['0000052356']];[['hypersomnia']];[[0.105735939]];['C0917799'];[['0000052356']];[['hypersomnia']];[[0.105735939]];['hypersomnia', 'hypersomnolence'];hypersomnia;100.0
House;1348;No other systemic signs of inflammation.;inflammation;['C0021368'];[['0000006703']];[['inflammation']];[[0.607250058]];['C0021368'];[['0000006703']];[['inflammation']];[[0.607250058]];['C0021368'];[['0000006703']];[['inflammation']];[[0.607250058]];['inflammation'];inflammation;100.0
House;1357;Has to be a tumor then.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1358;A tumor sitting directly on top of the brain stem... that three E.R. doctors, two neurologists and a radiologist missed?;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1399;Some tumors are almost impossible to see unless you know exactly where to look.;tumors;[];[];[];[];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1402;If it's a tumor, there are a variety of treatment options, but there are variables other than just size.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1463;It's not a tumor.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1464;A small glioma could hide from contrast.;glioma;['C0017638', 'C0555198', 'C0259783'];[['0000005524'], ['0000039208'], ['0000025233']];[['glioma'], ['malignant glioma'], ['mixed glioma']];[[0.279330773], [-1.0], [-1.0]];['C0017638', 'C2984291'];[['0000005524']];[['glioma']];[[0.279330773]];['C0017638'];[['0000005524']];[['glioma']];[[0.279330773]];['glioma', 'malignant glioma', 'mixed glioma'];glioma;100.0
House;1468;A glioma not presenting on a contrast M.R.I. would have to be smaller than a grain of sand, which does not a gravely ill person make.;glioma;['C0017638', 'C0555198', 'C0259783'];[['0000005524'], ['0000039208'], ['0000025233']];[['glioma'], ['malignant glioma'], ['mixed glioma']];[[0.279330773], [-1.0], [-1.0]];['C0017638', 'C2984291'];[['0000005524']];[['glioma']];[[0.279330773]];['C0017638'];[['0000005524']];[['glioma']];[[0.279330773]];['glioma', 'malignant glioma', 'mixed glioma'];glioma;100.0
House;1487;There are molecular similarities between brain cells and tumor cells.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1489;They end up attacking the brain instead of the tumor.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1490;So, if you do find a tumor, what do you do?;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1491;We treat the underlying malignancy.;malignancy;[];[];[];[];['C0006826', 'C4282132', 'C1306459'];[['0000002337'], [], ['0000052870']];[['cancer'], [], ['primary cancer']];[[1.0], [], [0.672419275]];['C0006826'];[['0000002337']];[['cancer']];[[1.0]];['cancer', 'primary cancer'];cancer;33.0
House;1492;Once there's no tumor to attack, there's nothing for the antibodies to get confused about.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1493;If the tumor's treatable.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1513;Sometimes it presents with no tumor at all.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1516;And how do you treat it if there's no tumor?;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1519;They were too busy looking for the tumor-- right till they put the patient in the ground.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1523;So we're just gonna ignore the tumor?;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;1649;For a diagnosis of tularemia you need a fourfold increase in serum antibody levels.;tularemia;['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['tularemia'];tularemia;100.0
House;1668;Foreman got the gang testing for tularemia?;tularemia;['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['tularemia'];tularemia;100.0
House;1852;There's only one way a tularemia patient goes into a coma... while on I.V. chloramphenicol.;tularemia;['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['tularemia'];tularemia;100.0
House;1853;The patient doesn't have tularemia.;tularemia;['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['tularemia'];tularemia;100.0
House;1858;We still have the problem of explaining how a white chick from Jersey... who's never traveled south of D.C. has African sleeping sickness.;sickness;['C0002351', 'C3887755', 'C4045968'];[['0000000953'], [], []];[['altitude sickness'], [], []];[[0.508696702], [], []];['C0221423'];[['0000021421']];[['illness']];[[0.868285351]];['C0221423'];[['0000021421']];[['illness']];[[0.868285351]];['illness', 'altitude sickness'];illness;29.0
House;1960;Her fever spiked at 104.;fever;['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['C0015967', 'C0424755'];[['0000005010', '0000022654', '0000022653'], ['0000033391']];[['fever', 'hyperthermic', 'feverish'], ['fever symptoms']];[[0.817293983, -1.0, -1.0], [0.54892969]];['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;2004;A tumor sitting directly on top of the brain stem... that three E.R. Doctors, two neurologists and a radiologist missed?;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;2016;A glioma not presenting on a contrast M.R.I. Would have to be smaller than a grain of sand, which does not a gravely ill person make.;glioma;['C0017638', 'C0555198', 'C0259783'];[['0000005524'], ['0000039208'], ['0000025233']];[['glioma'], ['malignant glioma'], ['mixed glioma']];[[0.279330773], [-1.0], [-1.0]];['C0017638', 'C2984291'];[['0000005524']];[['glioma']];[[0.279330773]];['C0017638'];[['0000005524']];[['glioma']];[[0.279330773]];['glioma', 'malignant glioma', 'mixed glioma'];glioma;100.0
House;2021;She's my best rotisseur.;rotisseur;[];[];[];[];[];[];[];[];[];[];[];[];[];;
House;2114;A tumor sitting directly on top of the brain stem.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;2131;Some tumors are almost impossible to see unless we know exactly where to look.;tumors;[];[];[];[];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;2134;If it is a tumor, there are a variety of treatment options, but there are variables other than just size.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;2165;A glioma not presenting on a contrast MRI would have to be smaller than a grain of sand, which does not a gravely ill person make.;glioma;['C0017638', 'C0555198', 'C0259783'];[['0000005524'], ['0000039208'], ['0000025233']];[['glioma'], ['malignant glioma'], ['mixed glioma']];[[0.279330773], [-1.0], [-1.0]];['C0017638', 'C2984291'];[['0000005524']];[['glioma']];[[0.279330773]];['C0017638'];[['0000005524']];[['glioma']];[[0.279330773]];['glioma', 'malignant glioma', 'mixed glioma'];glioma;100.0
House;2172;So if you do find the tumor, what do you do?;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;2184;They were too busy looking for the tumor, right till they put the patient in the ground.;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;2186;So we're just going to ignore the tumor?;tumor;[];[];[];[];['C0027651', 'C3273930', 'C1578706'];[['0000008566'], []];[['tumor'], []];[[0.802496993], []];['C0027651'];[['0000008566']];[['tumor']];[[0.802496993]];['tumor'];tumor;100.0
House;2242;For a diagnosis of Tularemia you need a four-fold increase in serum antibody levels.;Tularemia;['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['tularemia'];tularemia;100.0
House;2254;Foreman got the gang testing for Tularemia?;Tularemia;['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['tularemia'];tularemia;100.0
House;2263;It's her first time in an oncology unit and she's having a tough time, emotionally.;oncology;[];[];[];[];['C0278627', 'C0027651', 'C1555459'];[['0000008566']];[['tumor']];[[0.802496993]];[];[];[];[];['tumor'];tumor;17.0
House;2335;The patient doesn't have Tularemia.;Tularemia;['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['tularemia'];tularemia;100.0
House;2343;Your wife has human African Trypanosomiasis.;Trypanosomiasis;['C0041227'];[['0000012611']];[['trypanosomiasis']];[[0.168553069]];['C0041227'];[['0000012611']];[['trypanosomiasis']];[[0.168553069]];['C0041227'];[['0000012611']];[['trypanosomiasis']];[[0.168553069]];['trypanosomiasis'];trypanosomiasis;100.0
House;2344;You mean its not Tularemia.;Tularemia;['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['C0041351'];[['0000012655']];[['tularemia']];[[0.105735939]];['tularemia'];tularemia;100.0
House;2390;Fever spiked at 104.;Fever;['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['C0015967', 'C0424755'];[['0000005010', '0000022654', '0000022653'], ['0000033391']];[['fever', 'hyperthermic', 'feverish'], ['fever symptoms']];[[0.817293983, -1.0, -1.0], [0.54892969]];['C0015967', 'C0424755'];[['0000005010', '0000022654', '0000022653'], ['0000033391']];[['fever', 'hyperthermic', 'feverish'], ['fever symptoms']];[[0.817293983, -1.0, -1.0], [0.54892969]];['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;2428;The mothers aren't sick, so  No toxoplasmosis, no rubella.;toxoplasmosis;['C0040558'];[['0000012414']];[['toxoplasmosis']];[[0.175889446]];['C0040558'];[['0000012414']];[['toxoplasmosis']];[[0.175889446]];['C0040558'];[['0000012414']];[['toxoplasmosis']];[[0.175889446]];['toxoplasmosis'];toxoplasmosis;100.0
House;2445;Let's get M.R.I. 's, check for abscesses or some occult infection.;abscesses;['C0000833'];[['0000000562']];[['abscess']];[[0.512167514]];['C0000833'];[['0000000562']];[['abscess']];[[0.512167514]];['C0000833'];[['0000000562']];[['abscess']];[[0.512167514]];['abscess'];abscess;100.0
House;2510;A little lethargic.;lethargic;[];[];[];[];['C0023380'];[['0000007323']];[['lethargy']];[[0.303048542]];['C0023380'];[['0000007323']];[['lethargy']];[[0.303048542]];['lethargy'];lethargy;93.0
House;2529;Their baby gets a fever.;fever;['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['C0015967', 'C0424755'];[['0000005010', '0000022654', '0000022653'], ['0000033391']];[['fever', 'hyperthermic', 'feverish'], ['fever symptoms']];[[0.817293983, -1.0, -1.0], [0.54892969]];['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;2549;Fever of unknown origin, 101 degrees, trending upwards.;Fever;['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['C0015967', 'C0424755'];[['0000005010', '0000022654', '0000022653'], ['0000033391']];[['fever', 'hyperthermic', 'feverish'], ['fever symptoms']];[[0.817293983, -1.0, -1.0], [0.54892969]];['C0015967', 'C0424755'];[['0000005010', '0000022654', '0000022653'], ['0000033391']];[['fever', 'hyperthermic', 'feverish'], ['fever symptoms']];[[0.817293983, -1.0, -1.0], [0.54892969]];['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;2876;You thinking pseudomonas infection?;pseudomonas;[];[];[];[];['C0033808'];[];[];[];[];[];[];[];[];;
House;2966;There was no sign of lymphocytosis in the blood tests.;lymphocytosis;['C0024282'];[['0000007612']];[['lymphocytosis']];[[0.115112815]];['C0024282', 'C0853698'];[['0000007612'], ['0000050189']];[['lymphocytosis'], ['lymphocyte count increased']];[[0.115112815], [-1.0]];['C0024282', 'C0300946', 'C0853698'];[['0000007612'], [], ['0000050189']];[['lymphocytosis'], [], ['lymphocyte count increased']];[[0.115112815], [], [-1.0]];['lymphocytosis', 'lymphocyte count increased'];lymphocytosis;100.0
House;2991;No toxoplasmosis, no rubella.;toxoplasmosis;['C0040558'];[['0000012414']];[['toxoplasmosis']];[[0.175889446]];['C0040558'];[['0000012414']];[['toxoplasmosis']];[[0.175889446]];['C0040558'];[['0000012414']];[['toxoplasmosis']];[[0.175889446]];['toxoplasmosis'];toxoplasmosis;100.0
House;3010;No, the Limpert boy had a bit of jaundice.;jaundice;[];[];[];[];['C0022346', 'C2010848'];[['0000006991'], []];[['jaundice'], []];[[0.350113051], []];['C0022346', 'C2010848'];[['0000006991'], []];[['jaundice'], []];[[0.350113051], []];['jaundice'];jaundice;100.0
House;3139;Yeah, I'm, I'm, a bit of an upset stomach too, and I think I'm running a fever, I'm just... worried I might be contagious.;fever;['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['C0015967', 'C0424755'];[['0000005010', '0000022654', '0000022653'], ['0000033391']];[['fever', 'hyperthermic', 'feverish'], ['fever symptoms']];[[0.817293983, -1.0, -1.0], [0.54892969]];['C0015967'];[['0000005010', '0000022654', '0000022653']];[['fever', 'hyperthermic', 'feverish']];[[0.817293983, -1.0, -1.0]];['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;3144;Because I really do, hey, I really do have a cough.;cough;['C0010200'];[['0000033491', '0000003404']];[['cough symptom', 'coughing']];[[-1.0, 0.573581099]];['C0010200', 'C1961131', 'C4084725', 'C4084726', 'C3274924', 'C4084727'];[['0000033491', '0000003404'], []];[['cough symptom', 'coughing'], []];[[-1.0, 0.573581099], []];['C0010200'];[['0000033491', '0000003404']];[['cough symptom', 'coughing']];[[-1.0, 0.573581099]];['coughing', 'cough symptom'];coughing;100.0
House;3247;And then there's hypothyroidism, could be parasites.;hypothyroidism;['C0020676', 'C0271801', 'C4316995', 'C3665349'];[['0000006501'], ['0000026672'], ['0000044796'], ['0000026670']];[['hypothyroidism'], ['central hypothyroidism'], ['primary hypothyroidism'], ['secondary hypothyroidism']];[[0.387047554], [-1.0], [-1.0], [0.370564016]];['C0020676'];[['0000006501']];[['hypothyroidism']];[[0.387047554]];['C0020676'];[['0000006501']];[['hypothyroidism']];[[0.387047554]];['hypothyroidism', 'secondary hypothyroidism', 'central hypothyroidism', 'primary hypothyroidism'];hypothyroidism;100.0
House;3336;Patient's negative for hypothyroidism.;hypothyroidism;['C0020676', 'C0271801', 'C4316995', 'C3665349'];[['0000006501'], ['0000026672'], ['0000044796'], ['0000026670']];[['hypothyroidism'], ['central hypothyroidism'], ['primary hypothyroidism'], ['secondary hypothyroidism']];[[0.387047554], [-1.0], [-1.0], [0.370564016]];['C0020676'];[['0000006501']];[['hypothyroidism']];[[0.387047554]];['C0020676'];[['0000006501']];[['hypothyroidism']];[[0.387047554]];['hypothyroidism', 'secondary hypothyroidism', 'central hypothyroidism', 'primary hypothyroidism'];hypothyroidism;100.0
House;3426;So even if you're right, no gout medication.;gout;['C0856830'];[[]];[[]];[[]];['C0018099', 'C0039336'];[['0000005665']];[['gout']];[[0.360216386]];['C0018099'];[['0000005665']];[['gout']];[[0.360216386]];['gout'];gout;100.0
House;3461;Well, we foolishly ruled out lymphoma because his CT scan showed no adenophathy,;lymphoma;['C0024299'];[['0000007617']];[['lymphoma']];[[0.578358294]];['C0024299', 'C1332979', 'C1332206'];[['0000007617'], [], []];[['lymphoma'], [], []];[[0.578358294], [], []];['C0024299'];[['0000007617']];[['lymphoma']];[[0.578358294]];['lymphoma'];lymphoma;100.0
