origin;sent_id;sentence;source_term;CHV_selection;CHV_substitution;sim_scores
House;2021;She's my best rotisseur.;rotisseur;[];;
House;2114;A tumor sitting directly on top of the brain stem.;tumor;['tumor'];tumor;100.0
House;2131;Some tumors are almost impossible to see unless we know exactly where to look.;tumors;['tumor'];tumor;100.0
House;2134;If it is a tumor, there are a variety of treatment options, but there are variables other than just size.;tumor;['tumor'];tumor;100.0
House;2165;A glioma not presenting on a contrast MRI would have to be smaller than a grain of sand, which does not a gravely ill person make.;glioma;['glioma', 'malignant glioma', 'mixed glioma'];glioma;100.0
House;2172;So if you do find the tumor, what do you do?;tumor;['tumor'];tumor;100.0
House;2184;They were too busy looking for the tumor, right till they put the patient in the ground.;tumor;['tumor'];tumor;100.0
House;2186;So we're just going to ignore the tumor?;tumor;['tumor'];tumor;100.0
House;2242;For a diagnosis of Tularemia you need a four-fold increase in serum antibody levels.;Tularemia;['tularemia'];tularemia;100.0
House;2254;Foreman got the gang testing for Tularemia?;Tularemia;['tularemia'];tularemia;100.0
House;2263;It's her first time in an oncology unit and she's having a tough time, emotionally.;oncology;['tumor'];tumor;17.0
House;2335;The patient doesn't have Tularemia.;Tularemia;['tularemia'];tularemia;100.0
House;2343;Your wife has human African Trypanosomiasis.;Trypanosomiasis;['trypanosomiasis'];trypanosomiasis;100.0
House;2344;You mean its not Tularemia.;Tularemia;['tularemia'];tularemia;100.0
House;2390;Fever spiked at 104.;Fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;2428;The mothers aren't sick, so  No toxoplasmosis, no rubella.;toxoplasmosis;['toxoplasmosis'];toxoplasmosis;100.0
House;2445;Let's get M.R.I. 's, check for abscesses or some occult infection.;abscesses;['abscess'];abscess;100.0
House;2510;A little lethargic.;lethargic;['lethargy'];lethargy;93.0
House;2529;Their baby gets a fever.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;2549;Fever of unknown origin, 101 degrees, trending upwards.;Fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;2876;You thinking pseudomonas infection?;pseudomonas;[];;
House;2966;There was no sign of lymphocytosis in the blood tests.;lymphocytosis;['lymphocytosis', 'lymphocyte count increased'];lymphocytosis;100.0
House;2991;No toxoplasmosis, no rubella.;toxoplasmosis;['toxoplasmosis'];toxoplasmosis;100.0
House;3010;No, the Limpert boy had a bit of jaundice.;jaundice;['jaundice'];jaundice;100.0
House;3015;I'll just tell his parents he can't check out because he has the smallpox.;smallpox;['smallpox disease', 'alastrim'];smallpox disease;70.0
House;3139;Yeah, I'm, I'm, a bit of an upset stomach too, and I think I'm running a fever, I'm just... worried I might be contagious.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;3144;Because I really do, hey, I really do have a cough.;cough;['coughing', 'cough symptom'];coughing;100.0
House;3181;Treat him for sepsis, broad-spectrum antibiotics and I want a cort-stim test and an echocardiogram.;sepsis;['blood poisoning', 'sepsis', 'pyemia'];blood poisoning;24.0
House;3247;And then there's hypothyroidism, could be parasites.;hypothyroidism;['hypothyroidism', 'secondary hypothyroidism', 'central hypothyroidism', 'primary hypothyroidism'];hypothyroidism;100.0
House;3336;Patient's negative for hypothyroidism.;hypothyroidism;['hypothyroidism', 'secondary hypothyroidism', 'central hypothyroidism', 'primary hypothyroidism'];hypothyroidism;100.0
House;3426;So even if you're right, no gout medication.;gout;['gout'];gout;100.0
House;3461;Well, we foolishly ruled out lymphoma because his CT scan showed no adenophathy,;lymphoma;['lymphoma'];lymphoma;100.0
House;3492;You have a little birdie carved on your arm, that tells me you have a high tolerance for humiliation, so I figure it's not hemorrhoids.;hemorrhoids;['hemorrhoid (pile)'];hemorrhoid (pile);80.0
House;3515;First of all, there's a pain in the abdomen, the rash, the fever... isn't that what you got first?;pain;['pain', 'burning pain', 'ache', 'radiating pain'];pain;100.0
House;3517;Then it screws up your bone marrow, and then...neuropathy.;neuropathy;['neuropathy'];neuropathy;100.0
House;3536;The gout medicine OD?;gout;['gout'];gout;100.0
House;3560;Yeah, um-um, I have a bit of an upset stomach too, and I think I'm running a fever.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;3597;L-I really do have a cough.;cough;['coughing', 'cough symptom'];coughing;100.0
House;3655;The fact that I know it's a gout medicine O.D. Would indicate the case is already solved.;gout;['gout'];gout;100.0
House;3661;Yeah, I'm, I've a bit of an upset stomach too, and I think I'm running a fever, I'm just... worried I might be contagious.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;3678;I-I really do have a cough.;cough;['coughing', 'cough symptom'];coughing;100.0
House;3681;I really do have a cough.;cough;['coughing', 'cough symptom'];coughing;100.0
House;3682;You also have a little rash.;rash;['rash'];rash;100.0
House;3716;What about arthritis?;arthritis;['arthritis', 'polyarthritis', 'polyarticular arthritis'];arthritis;100.0
House;3731;Treat him for sepsis, broad-spectrum antibiotics, and I want a Cort-stim test and an echocardiogram.;sepsis;['blood poisoning', 'sepsis', 'pyemia'];blood poisoning;24.0
House;3759;And, no, I do not have a pain management problem.;pain;['pain', 'burning pain', 'ache', 'radiating pain'];pain;100.0
House;3760;I have a pain problem.;pain;['pain', 'burning pain', 'ache', 'radiating pain'];pain;100.0
House;3839;Well, anything can cause a rash.;rash;['rash'];rash;100.0
House;3927;I'm Dr. Cuddy.;Cuddy;[];;
House;3987;Still have the cough.;cough;['coughing', 'cough symptom'];coughing;100.0
House;3989;His fever is gone.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;3998;The patient's negative for hypothyroidism.;hypothyroidism;['hypothyroidism', 'secondary hypothyroidism', 'central hypothyroidism', 'primary hypothyroidism'];hypothyroidism;100.0
House;4065;Maybe we find some fibrosis.;fibrosis;['fibrosis'];fibrosis;100.0
House;4112;Because he doesn't have gout.;gout;['gout'];gout;100.0
House;4116;But he doesn't have gout.;gout;['gout'];gout;100.0
House;4117;Why would he have gout medication?;gout;['gout'];gout;100.0
House;4126;The pharmacist gave him gout medicine instead of cough medicine.;gout;['gout'];gout;100.0
House;4131;So even if you're right, no more gout medication.;gout;['gout'];gout;100.0
House;4170;If the prescription said cough medicine, that's what I dispensed.;cough;['coughing', 'cough symptom'];coughing;100.0
House;4187;Hey, I'm just a pharmacist, but I know what cough medicine looks like, Doctor.;cough;['coughing', 'cough symptom'];coughing;100.0
House;4243;So I figure it's not hemorrhoids.;hemorrhoids;['hemorrhoid (pile)'];hemorrhoid (pile);80.0
House;4280;Then it screws up your bone marrow, and then neuropathy.;neuropathy;['neuropathy'];neuropathy;100.0
House;4308;The gout medicine O.D.?;gout;['gout'];gout;100.0
House;4309;The fact that I know it's a gout medicine O.D. would indicate the case is already solved.;gout;['gout'];gout;100.0
House;4395;Proves two things, no neurological damage, and your son is never going to be chief fry cook.;neurological;['nervous system disease', 'system disorders of the nervous system'];nervous system disease;29.0
House;4406;"There was trauma;";trauma;['trauma', 'injury from an external force', 'injuries wounds', 'physical wound'];trauma;100.0
House;4411;No concussion, it's gotta be something else.;concussion;['brain concussion', 'mild concussion'];brain concussion;70.0
House;4413;ER obviously screwed up, kid's got a concussion.;concussion;['brain concussion', 'mild concussion'];brain concussion;70.0
House;4471;He took a small clue that there's a neurological problem and wasn't afraid to run with it.;neurological;['nervous system disease', 'system disorders of the nervous system'];nervous system disease;29.0
House;4472;There's no evidence of meningitis on that MRI.;meningitis;['meningitis', 'meningitis/encephalitis', 'pachymeningitis'];meningitis;100.0
House;4485;If there's bowing it could be a tumor.;tumor;['tumor'];tumor;100.0
House;4486;Do you see a tumor on this MRI?;tumor;['tumor'];tumor;100.0
House;4488;There's no tumor, just a blockage causing pressure, causing symptoms.;tumor;['tumor'];tumor;100.0
House;4496;We could tell them he's got Huntington's.;Huntington's;['Huntington disease'];Huntington disease;69.0
House;4501;No fever, glands normal, missing her vaccination dates.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;4522;Because we're having a disagreement about whether or not it is MS.;MS;['multiple sclerosis (MS)', 'mitral valve stenosis'];multiple sclerosis (MS);19.0
House;4532;Well if it is, it's gone from 0 to 60 in three weeks, which would indicate rapidly progressive MS.;MS;['multiple sclerosis (MS)', 'mitral valve stenosis'];multiple sclerosis (MS);19.0
House;4551;I agree, he's gonna have a very nasty headache.;headache;['headache', 'one-sided migraine', 'orthostatic headache', 'throbbing headache', 'one sided headache'];headache;100.0
House;4572;He doesn't have MS.;MS;['multiple sclerosis (MS)', 'mitral valve stenosis'];multiple sclerosis (MS);19.0
House;4575;Why doesn't he have MS?;MS;['multiple sclerosis (MS)', 'mitral valve stenosis'];multiple sclerosis (MS);19.0
House;4580;They just mean something other then MS.;MS;['multiple sclerosis (MS)', 'mitral valve stenosis'];multiple sclerosis (MS);19.0
House;4586;I meant maybe he has neurosyphilis.;neurosyphilis;['neurosyphilis', 'general paresis'];neurosyphilis;100.0
House;4590;Sure, didn't need one to confirm MS.;MS;['multiple sclerosis (MS)', 'mitral valve stenosis'];multiple sclerosis (MS);19.0
House;4592;So the fact that he doesn't have MS is, it's really not good news after all?;MS;['multiple sclerosis (MS)', 'mitral valve stenosis'];multiple sclerosis (MS);19.0
House;4593;Well, it is if it's neurosyphilis, the likelihood of a false negative on an RPR test, 30%, the likelihood of a 16 year old having sex, roughly 120%.;neurosyphilis;['neurosyphilis', 'general paresis'];neurosyphilis;100.0
House;4605;He could get syphilis even if he's not sexually active?;syphilis;['syphilis'];syphilis;100.0
House;4663;MRI rules out vasculitis.;vasculitis;['infection of the blood vessel'];infection of the blood vessel;24.0
House;4665;To young for anything degenerative.;degenerative;['degenerative', 'degenerative change'];degenerative change;62.0
House;4672;"But no fevers; white count's elevated but within range.";fevers;['fever', 'hyperthermic', 'feverish'];fever;100.0
House;4676;Trauma, later much.;Trauma;['trauma', 'injuries wounds', 'injury from an external force', 'physical wound'];trauma;100.0
House;4750;Sub-acute Sclerosing Pan-encephalitis.;Pan-encephalitis;['brain inflammation'];brain inflammation;26.0
House;4884;There was trauma.;trauma;['trauma', 'injury from an external force', 'injuries wounds', 'physical wound'];trauma;100.0
House;4897;Kid's got a concussion.;concussion;['brain concussion', 'mild concussion'];brain concussion;70.0
House;4934;No fever, no white count.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;4944;What about leukoencephalopathy in a 16-year-old?;leukoencephalopathy;['leukoencephalopathy'];leukoencephalopathy;100.0
House;4977;Took a small clue that there's a neurological problem and wasn't afraid to run with it.;neurological;['nervous system disease', 'system disorders of the nervous system'];nervous system disease;29.0
House;4978;There's no evidence of meningitis on that M.R.I.;meningitis;['meningitis', 'meningitis/encephalitis', 'pachymeningitis'];meningitis;100.0
House;4998;If there was bowing, could be a tumor.;tumor;['tumor'];tumor;100.0
House;4999;Do you see a tumor on this M.R.I.?;tumor;['tumor'];tumor;100.0
House;5001;There's no tumor.;tumor;['tumor'];tumor;100.0
House;5016;We could tell them he's got Huntington's-- whole family should be tested or they'll all die.;Huntington's;['Huntington disease'];Huntington disease;69.0
House;5103;He's gonna have a very nasty headache.;headache;['headache', 'one-sided migraine', 'orthostatic headache', 'throbbing headache', 'one sided headache'];headache;100.0
House;5163;Well, it is if it's neurosyphilis.;neurosyphilis;['neurosyphilis', 'general paresis'];neurosyphilis;100.0
House;5184;He could get syphilis... even if he's not sexually active?;syphilis;['syphilis'];syphilis;100.0
House;5273;Diabetes is out, and no gap.;Diabetes;['diabetes'];diabetes;100.0
House;5274;M.R.A. rules out vasculitis.;vasculitis;['infection of the blood vessel'];infection of the blood vessel;24.0
House;5275;Too young for anything degenerative.;degenerative;['degenerative', 'degenerative change'];degenerative change;62.0
House;5281;But no fevers.;fevers;['fever', 'hyperthermic', 'feverish'];fever;100.0
House;5346;You have gonorrhea.;gonorrhea;['gonorrhea', 'gonococcal'];gonorrhea;100.0
House;5400;An infant picks up a regular old measles virus.;measles;['Measles disease'];Measles disease;59.0
House;5402;He's extremely uncomfortable, has a wicked fever, but he lives.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;5463;I got from Wilson.;Wilson;['hepatolenticular degeneration'];hepatolenticular degeneration;13.0
House;5538;M.R.A. Rules out vasculitis.;vasculitis;['infection of the blood vessel'];infection of the blood vessel;24.0
House;5606;I don't think it's a tumor.;tumor;['tumor'];tumor;100.0
House;5610;If it's not a tumor what are the suspects?;tumor;['tumor'];tumor;100.0
House;5622;Let's find out what kind of zebra we're dealing with here.;zebra;[];;
House;5675;Too much edema, where's the surgical airway kit?;edema;['edema', 'swelling due to excess fluid', 'anasarca'];swelling due to excess fluid;22.0
House;5690;Cough just won't go away, runny nose looks a funny color.;Cough;['coughing', 'cough symptom'];coughing;100.0
House;5698;No, 'cause they're yummy.;yummy;[];;
House;5710;Ok, I'm gonna assume that no body's ever told you what asthma is, or if they have, you had other things on your mind.;asthma;['asthma', 'bronchitic asthma'];asthma;100.0
House;5723;So is a tumor.;tumor;['tumor'];tumor;100.0
House;5727;I have no reason to think that it's vasculitus except that it could be.;vasculitus;[];;
House;5743;We're treating you for vasculitus.;vasculitus;[];;
House;5744;It's not a tumor?;tumor;['tumor'];tumor;100.0
House;5755;Parrots are the primary source of psitticosis.;psitticosis;[];;
House;5814;If it's a tumor we're talking a month, maybe two, if it's infectious a few weeks, if it's vascular that'll probably be fastest of all, maybe a week.;tumor;['tumor'];tumor;100.0
House;5848;"It's not a tumor;";tumor;['tumor'];tumor;100.0
House;5904;You were sure I had vasculitus too.;vasculitus;[];;
House;5909;If it's in the brain it's a stroke.;stroke;['stroke', 'acute stroke'];stroke;100.0
House;5910;There was plenty they could do, if they made the right diagnosis, but the only symptom was pain.;pain;['pain', 'burning pain', 'ache', 'radiating pain'];pain;100.0
House;6056;I thought your uncle died of cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0
House;6081;If it's not a tumor, what are the suspects?;tumor;['tumor'];tumor;100.0
House;6091;Let's find out what kind of zebra we're treating here.;zebra;[];;
House;6173;Too much edema.;edema;['edema', 'swelling due to excess fluid', 'anasarca'];swelling due to excess fluid;22.0
House;6196;Cough just won't go away?;Cough;['coughing', 'cough symptom'];coughing;100.0
House;6236;Okay, I'm gonna assume nobody has ever told you what asthma is.;asthma;['asthma', 'bronchitic asthma'];asthma;100.0
House;6258;I have no reason to think that it's vasculitis.;vasculitis;['infection of the blood vessel'];infection of the blood vessel;24.0
House;6260;If the blood vessels are inflamed, that's gonna look exactly like what we saw on the M.R.I. from Trenton County, and the pressure is gonna cause neurological symptoms.;neurological;['nervous system disease', 'system disorders of the nervous system'];nervous system disease;29.0
House;6278;We're treating you for vasculitis.;vasculitis;['infection of the blood vessel'];infection of the blood vessel;24.0
House;6280;I-It's not a tumor?;tumor;['tumor'];tumor;100.0
House;6281;I don't have a tumor?;tumor;['tumor'];tumor;100.0
House;6298;Parrots are the primary source of psittacosis.;psittacosis;['psittacosis', 'chlamydiosis'];psittacosis;100.0
House;6403;If it's a tumor, we're talking a month or two.;tumor;['tumor'];tumor;100.0
House;6408;I still think it's a tumor.;tumor;['tumor'];tumor;100.0
House;6412;No, it's not a tumor.;tumor;['tumor'];tumor;100.0
House;6438;I was thinking it also might be fibromyalgia.;fibromyalgia;['fibromyalgia (FMS)'];fibromyalgia (FMS);89.0
House;6538;You have a tapeworm in your brain.;tapeworm;['tapeworm', 'cysticercosis'];tapeworm;100.0
House;6542;You were sure I had vasculitis too.;vasculitis;['infection of the blood vessel'];infection of the blood vessel;24.0
House;6554;If it's in the brain, it's a stroke.;stroke;['stroke', 'acute stroke'];stroke;100.0
House;6558;But the only symptom was pain.;pain;['pain', 'burning pain', 'ache', 'radiating pain'];pain;100.0
House;6721;L-It's not a tumor?;tumor;['tumor'];tumor;100.0
House;6798;Okay, I'm gonna assume that nobody has ever told you what asthma is.;asthma;['asthma', 'bronchitic asthma'];asthma;100.0
House;6832;You were sure I had vasculitis, too.;vasculitis;['infection of the blood vessel'];infection of the blood vessel;24.0
House;6901;I'm sure he scoped for varices , checked her esophagus, ran all kinds of blood tests.;varices;['enlarged tortuous blood vessel'];enlarged tortuous blood vessel;12.0
House;6916;There was no trauma, none of the risk factors.;trauma;['trauma', 'injury from an external force', 'injuries wounds', 'physical wound'];trauma;100.0
House;6925;Well, the schizophrenia explains one mystery.;schizophrenia;['schizophrenia'];schizophrenia;100.0
House;6927;And it is only about the DVT.;DVT;['deep vein thrombosis (DVT)', 'deep vein thrombophlebitis (DVT)'];deep vein thrombosis (DVT);23.0
House;6936;We've got lobotomies, rubber rooms, electric shock;lobotomies;[];;
House;6965;Because of the tremors... she cuts herself.;tremors;['tremor', 'muscle tremors', 'intention tremor', 'fine tremor', 'pill rolling', 'resting tremor', 'senile tremor', 'postural tremor'];tremor;100.0
House;6966;The tremors aren't new -- she must always cut herself.;tremors;['tremor', 'muscle tremors', 'intention tremor', 'fine tremor', 'pill rolling', 'resting tremor', 'senile tremor', 'postural tremor'];tremor;100.0
House;7025;Passing out, increased confusion, depression, that's not gonna happen.;depression;['depressive disorder', 'mental depression', 'sadness', 'depression nos'];depressive disorder;67.0
House;7058;What is it, everybody lies, except for schizophrenics and their children?;schizophrenics;['schizophrenia'];schizophrenia;92.0
House;7062;It causes immobility, which explains the DVT.;DVT;['deep vein thrombosis (DVT)', 'deep vein thrombophlebitis (DVT)'];deep vein thrombosis (DVT);23.0
House;7063;It also causes cirrhosis which explains the bleed and the prolonged PT time.;cirrhosis;['liver cirrhosis'];liver cirrhosis;73.0
House;7118;But the tumor's the real reason for the bleed.;tumor;['tumor'];tumor;100.0
House;7125;She's a schizophrenic mother, with no money, on the public dole, in fact, who knocks back vodka every time a breeze blows her way.;schizophrenic;['schizophrenia'];schizophrenia;92.0
House;7126;Plan B. Surgery to resect the tumor.;tumor;['tumor'];tumor;100.0
House;7135;Shrinks the tumor temporarily.;tumor;['tumor'];tumor;100.0
House;7166;Yesterday your patient's tumor was 5.8 centimeters.;tumor;['tumor'];tumor;100.0
House;7174;You shrunk the tumor!;tumor;['tumor'];tumor;100.0
House;7219;Taking you to chemo and back on the bus... and even if the cancer's in complete remission,;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0
House;7231;Self-sacrifice is not a symptom of schizophrenia... it excludes the diagnosis.;schizophrenia;['schizophrenia'];schizophrenia;100.0
House;7263;Well, I guess we should start treating her for Wilson's.;Wilson's;['hepatolenticular degeneration'];hepatolenticular degeneration;19.0
House;7280;It wasn't the DVT.;DVT;['deep vein thrombosis (DVT)', 'deep vein thrombophlebitis (DVT)'];deep vein thrombosis (DVT);23.0
House;7367;I'm sure he scoped for varices, checked her esophagus, ran all kinds of blood tests.;varices;['enlarged tortuous blood vessel'];enlarged tortuous blood vessel;12.0
House;7387;There was no trauma.;trauma;['trauma', 'injury from an external force', 'injuries wounds', 'physical wound'];trauma;100.0
House;7393;Paranoia keeps her limber.;Paranoia;[];;
House;7397;Do we include schizophrenia in the differential for D. V.T.?;schizophrenia;['schizophrenia'];schizophrenia;100.0
House;7400;Schizophrenia is not the cause of D.V.T.;Schizophrenia;['schizophrenia'];schizophrenia;100.0
House;7401;On the other hand, we don't really know anything about schizophrenia, so maybe it is connected.;schizophrenia;['schizophrenia'];schizophrenia;100.0
House;7402;Well, schizophrenia explains one mystery-- why you're so fascinated by a woman with a bump in her leg.;schizophrenia;['schizophrenia'];schizophrenia;100.0
House;7418;We've got lobotomies, rubber rooms, electric shocks.;lobotomies;[];;
House;7429;You think I'm interested because of the schizophrenia.;schizophrenia;['schizophrenia'];schizophrenia;100.0
House;7482;Because of the tremors, she cuts herself.;tremors;['tremor', 'muscle tremors', 'intention tremor', 'fine tremor', 'pill rolling', 'resting tremor', 'senile tremor', 'postural tremor'];tremor;100.0
House;7483;The tremors aren't new.;tremors;['tremor', 'muscle tremors', 'intention tremor', 'fine tremor', 'pill rolling', 'resting tremor', 'senile tremor', 'postural tremor'];tremor;100.0
House;7565;What, passing out, increased confusion, depression?;depression;['depressive disorder', 'mental depression', 'sadness', 'depression nos'];depressive disorder;67.0
House;7602;What is it, everybody lies except for schizophrenics and their children?;schizophrenics;['schizophrenia'];schizophrenia;92.0
House;7603;It's more likely than malnourishment.;malnourishment;['malnutrition', 'undernutrition'];malnutrition;74.0
House;7609;It also causes cirrhosis, which explains the bleed and the prolonged P.T. time.;cirrhosis;['liver cirrhosis'];liver cirrhosis;73.0
House;7707;Not enough to-- It's cirrhosis.;cirrhosis;['liver cirrhosis'];liver cirrhosis;73.0
House;7716;The tumor's the problem.;tumor;['tumor'];tumor;100.0
House;7717;Mrs. Palmero, I'm Dr. Wilson.;Wilson;['hepatolenticular degeneration'];hepatolenticular degeneration;13.0
House;7719;You have cancer.;cancer;['cancer', 'primary cancer', 'spindle cell carcinoma', 'carcinoma', 'anaplastic carcinoma', 'carcinomatosis', 'sarcomatoid carcinoma', 'undifferentiated carcinoma'];cancer;100.0
House;7723;She's a schizophrenic mother with no money, on the public dole, in fact, who knocks back vodka every time a breeze blows her way.;schizophrenic;['schizophrenia'];schizophrenia;92.0
House;7727;"Plan ""B""-- surgery to resect the tumor.";tumor;['tumor'];tumor;100.0
House;7730;The tumor's way too big.;tumor;['tumor'];tumor;100.0
House;7738;Tumors grow, they don't shrink.;Tumors;['tumor'];tumor;100.0
House;7743;It shrinks the tumor temporarily.;tumor;['tumor'];tumor;100.0
House;7749;Good morning, Dr. Cuddy.;Cuddy;[];;
