origin;sent_id;sentence;source_term;CHV_selection;CHV_substitution;sim_scores
House;713;It could be something else-- thyrotoxicosis or a carcinoid.;thyrotoxicosis;"['thyrotoxicosis', ""graves' disease"", 't3 thyrotoxicosis']";thyrotoxicosis;100.0
House;728;The smells, religious visions-- it's symptomatic of temporal lobe swelling.;temporal lobe swelling;['swelling', 'swelling due to excess fluid'];swelling;45.0
House;733;Patient tested positive for herpetic encephalitis.;herpetic encephalitis;['herpes encephalitis'];herpes encephalitis;92.0
House;777;And that will help with this mixed connective tissue disease?;connective tissue disease;['connective tissue disease', 'collagen disease', 'mixed connective tissue disease'];connective tissue disease;100.0
House;832;Pulmonary problems, breathing problems.;Pulmonary;[];;
House;851;Pneumonitis from the hyperbaric chamber.;Pneumonitis;['pneumonia', 'pulmonitis', 'pneumococcal pneumonia'];pneumonia;88.0
House;855;Could be from the hypotensive episode.;hypotensive;['hypotensive'];hypotensive;100.0
House;872;Prescribing cigarettes for inflammatory bowel?;inflammatory bowel;['inflammatory bowel disease'];inflammatory bowel disease;84.0
House;876;It's because people blame lung cancer patients.;lung cancer;['lung cancer', 'lung carcinoma', 'lung tumor'];lung cancer;100.0
House;880;The reason people die from lung cancer is guilt.;lung cancer;['lung cancer', 'lung carcinoma', 'lung tumor'];lung cancer;100.0
House;930;When she had a cardiac arrest, I had to open her blouse to do C.P.R.;cardiac arrest;['cardiac arrest', 'heart arrest', 'cardiopulmonary arrest'];cardiac arrest;100.0
House;953;She's starting to run a fever, and the rash is spreading.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;973;And if you take the cardiac arrest out of the equation;cardiac arrest;['cardiac arrest', 'heart arrest', 'cardiopulmonary arrest'];cardiac arrest;100.0
House;974;All the rest of the symptoms can be explained by a severe long-term allergic reaction.;allergic;['allergy', 'hypersensitivity symptom', 'hypersensitivity'];allergy;92.0
House;988;It caused her arrhythmia.;arrhythmia;['Abnormal heart rhythms'];Abnormal heart rhythms;55.0
House;1006;Once we isolate what's causing your allergy, then we can be a little more lax.;allergy;['allergy', 'hypersensitivity', 'hypersensitivity symptom'];allergy;100.0
House;1031;As long as she's not exposed to anything that can aggravate her allergy, she'll be fine.;allergy;['allergy', 'hypersensitivity', 'hypersensitivity symptom'];allergy;100.0
House;1046;How do you get an allergic reaction in a clean room?;allergic reaction;['allergy', 'hypersensitivity', 'hypersensitivity symptom'];allergy;64.0
House;1049;Well, it could be mast cell leukemia.;mast cell leukemia;['mast cell leukemia', 't-cell leukemia'];mast cell leukemia;100.0
House;1050;It can cause anaphylaxis.;anaphylaxis;['allergic shock'];allergic shock;18.0
House;1109;It would have been easier to deal with a tumor.;tumor;['tumor'];tumor;100.0
House;1221;That's, uh-They cause lung cancer, you know.;lung cancer;['lung cancer', 'lung carcinoma', 'lung tumor'];lung cancer;100.0
House;1259;We still have the problem of explaining how a white chick from Jersey who's never traveled south of D.C. has African sleeping sickness.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;1307;It's not clinical depression.;depression;['depressive disorder', 'mental depression', 'sadness', 'depression nos'];depressive disorder;67.0
House;1343;Hypersomnia and personality changes point toward the brain.;Hypersomnia;['hypersomnia', 'hypersomnolence'];hypersomnia;100.0
House;1347;Could this be a brain problem?;brain problem;['problem'];problem;70.0
House;1348;No other systemic signs of inflammation.;inflammation;['inflammation'];inflammation;100.0
House;1349;Probably not vasculitis.;vasculitis;['infection of the blood vessel'];infection of the blood vessel;24.0
House;1357;Has to be a tumor then.;tumor;['tumor'];tumor;100.0
House;1358;A tumor sitting directly on top of the brain stem... that three E.R. doctors, two neurologists and a radiologist missed?;tumor;['tumor'];tumor;100.0
House;1363;Anything else besides the shortness of breath?;shortness of breath;['shortness of breath', 'shortness of breath (SOB)', 'stopped breathing', 'stops breathing'];shortness of breath;100.0
House;1371;Any history of heart disease in your family?;heart disease;['heart disease'];heart disease;100.0
House;1393;Can I get a page on Dr. Wilson?;Wilson;['hepatolenticular degeneration'];hepatolenticular degeneration;13.0
House;1399;Some tumors are almost impossible to see unless you know exactly where to look.;tumors;['tumor'];tumor;100.0
House;1402;If it's a tumor, there are a variety of treatment options, but there are variables other than just size.;tumor;['tumor'];tumor;100.0
House;1434;It takes two department heads to treat shortness of breath?;shortness of breath;['shortness of breath', 'shortness of breath (SOB)', 'stopped breathing', 'stops breathing'];shortness of breath;100.0
House;1463;It's not a tumor.;tumor;['tumor'];tumor;100.0
House;1464;A small glioma could hide from contrast.;glioma;['glioma', 'malignant glioma', 'mixed glioma'];glioma;100.0
House;1468;A glioma not presenting on a contrast M.R.I. would have to be smaller than a grain of sand, which does not a gravely ill person make.;glioma;['glioma', 'malignant glioma', 'mixed glioma'];glioma;100.0
House;1471;Latestage Lyme disease can cause seizures.;Lyme disease;['Lyme disease', 'lyme arthritis'];Lyme disease;100.0
House;1475;It also means she doesn't have Lyme disease.;Lyme disease;['Lyme disease', 'lyme arthritis'];Lyme disease;100.0
House;1477;Lyme disease initially presents with a rash.;Lyme disease;['Lyme disease', 'lyme arthritis'];Lyme disease;100.0
House;1482;She have any family history of breast cancer?;breast cancer;['breast cancer', 'breast cancer diagnosis', 'breast tumor'];breast cancer;100.0
House;1486;How can breast cancer cause problems in her brain?;breast cancer;['breast cancer', 'breast cancer diagnosis', 'breast tumor'];breast cancer;100.0
House;1487;There are molecular similarities between brain cells and tumor cells.;tumor;['tumor'];tumor;100.0
House;1488;Paraneoplastic syndrome causes the body's own antibodies to get thrown off track.;Paraneoplastic syndrome;['paraneoplastic syndrome', 'tumor'];paraneoplastic syndrome;100.0
House;1489;They end up attacking the brain instead of the tumor.;tumor;['tumor'];tumor;100.0
House;1490;So, if you do find a tumor, what do you do?;tumor;['tumor'];tumor;100.0
House;1491;We treat the underlying malignancy.;malignancy;['cancer', 'primary cancer'];cancer;33.0
House;1492;Once there's no tumor to attack, there's nothing for the antibodies to get confused about.;tumor;['tumor'];tumor;100.0
House;1493;If the tumor's treatable.;tumor;['tumor'];tumor;100.0
House;1509;It's most likely a small-cell tumor.;small-cell tumor;['gastrinoma'];gastrinoma;24.0
House;1513;Sometimes it presents with no tumor at all.;tumor;['tumor'];tumor;100.0
House;1516;And how do you treat it if there's no tumor?;tumor;['tumor'];tumor;100.0
House;1519;They were too busy looking for the tumor-- right till they put the patient in the ground.;tumor;['tumor'];tumor;100.0
House;1523;So we're just gonna ignore the tumor?;tumor;['tumor'];tumor;100.0
House;1622;In the final stage of African trypanosomiasis... almost all the parasites are inside the brain.;African trypanosomiasis;['African sleeping sickness'];African sleeping sickness;55.0
House;1624;But it's not possible for a patient who's never been to Africa to have African sleeping sickness.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;1638;We rejected Lyme disease because the couple would have noticed a rash, but a wet, hacking cough is just gonna slip right by?;Lyme disease;['Lyme disease', 'lyme arthritis'];Lyme disease;100.0
House;1649;For a diagnosis of tularemia you need a fourfold increase in serum antibody levels.;tularemia;['tularemia'];tularemia;100.0
House;1665;The treatment for sleeping sickness kills one in 10 patients.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;1668;Foreman got the gang testing for tularemia?;tularemia;['tularemia'];tularemia;100.0
House;1760;A Portuguese man was diagnosed three years ago with C.N.S.-affected sleeping sickness.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;1771;I think ignoring respiratory symptoms is more likely than cheating.;respiratory symptoms;['respiratory symptoms', 'respiratory disorder'];respiratory symptoms;100.0
House;1813;If your wife has sleeping sickness, and we don't treat her, she'll die.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;1820;They say no cheating, we cross off sleeping sickness.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;1852;There's only one way a tularemia patient goes into a coma... while on I.V. chloramphenicol.;tularemia;['tularemia'];tularemia;100.0
House;1853;The patient doesn't have tularemia.;tularemia;['tularemia'];tularemia;100.0
House;1856;It takes 10 doctors and a coma to diagnose sleeping sickness.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;1858;We still have the problem of explaining how a white chick from Jersey... who's never traveled south of D.C. has African sleeping sickness.;sickness;['illness', 'altitude sickness'];illness;29.0
House;1908;So you're treating her for African sleeping sickness... because you don't think it's possible for someone to be faithful in a relationship?;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;1947;Thyroid cancer metastasized to his brain.;Thyroid cancer;['thyroid tumor', 'thyroid carcinoma', 'thyroid cancer', 'thyroid adenoma', 'thyroid follicular adenoma'];thyroid tumor;52.0
House;1953;Thyroid cancer would have been diagnosed at least a year before his death.;Thyroid cancer;['thyroid tumor', 'thyroid carcinoma', 'thyroid cancer', 'thyroid adenoma', 'thyroid follicular adenoma'];thyroid tumor;52.0
House;1960;Her fever spiked at 104.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;1961;Echo shows global hyperkinesis.;hyperkinesis;['hyperactive', 'hyperactive behavior', 'attention deficit disorder', 'minimal brain dysfunction', 'attention deficit(hyper) disorder', 'attention deficit hyperactivity disorder (ADHD)'];hyperactive behavior;36.0
House;2004;A tumor sitting directly on top of the brain stem... that three E.R. Doctors, two neurologists and a radiologist missed?;tumor;['tumor'];tumor;100.0
House;2016;A glioma not presenting on a contrast M.R.I. Would have to be smaller than a grain of sand, which does not a gravely ill person make.;glioma;['glioma', 'malignant glioma', 'mixed glioma'];glioma;100.0
House;2021;She's my best rotisseur.;rotisseur;[];;
House;2037;A Portuguese man was diagnosed three years ago with C.N.S. -affected sleeping sickness.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;2045;We still have the problem of explaining how a white chick from Jersey... who's never traveled south of D.C. Has African sleeping sickness.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;2114;A tumor sitting directly on top of the brain stem.;tumor;['tumor'];tumor;100.0
House;2131;Some tumors are almost impossible to see unless we know exactly where to look.;tumors;['tumor'];tumor;100.0
House;2134;If it is a tumor, there are a variety of treatment options, but there are variables other than just size.;tumor;['tumor'];tumor;100.0
House;2149;It takes TWO department heads to treat shortness of breath?;shortness of breath;['shortness of breath', 'shortness of breath (SOB)', 'stopped breathing', 'stops breathing'];shortness of breath;100.0
House;2165;A glioma not presenting on a contrast MRI would have to be smaller than a grain of sand, which does not a gravely ill person make.;glioma;['glioma', 'malignant glioma', 'mixed glioma'];glioma;100.0
House;2166;Late stage Lyme Disease can cause seizures.;Lyme Disease;['Lyme disease', 'lyme arthritis'];Lyme disease;100.0
House;2167;No way... it also means she doesn't have Lyme Disease.;Lyme Disease;['Lyme disease', 'lyme arthritis'];Lyme disease;100.0
House;2169;Lyme Disease initially presents with a rash.;Lyme Disease;['Lyme disease', 'lyme arthritis'];Lyme disease;100.0
House;2171;Paraneoplastic Syndrome causes the body's own antibodies to get thrown off track.;Paraneoplastic Syndrome;['paraneoplastic syndrome'];paraneoplastic syndrome;100.0
House;2172;So if you do find the tumor, what do you do?;tumor;['tumor'];tumor;100.0
House;2179;It's most likely a small cell tumor, its no surprise we're having trouble finding it.;small cell tumor;['gastrinoma'];gastrinoma;23.0
House;2184;They were too busy looking for the tumor, right till they put the patient in the ground.;tumor;['tumor'];tumor;100.0
House;2186;So we're just going to ignore the tumor?;tumor;['tumor'];tumor;100.0
House;2229;In the final stage of African Trypanosomiasis almost all the parasites are inside the brain.;African Trypanosomiasis;['African sleeping sickness'];African sleeping sickness;55.0
House;2230;But it's not possible for a patient who's never been to Africa to have African Sleeping Sickness.;Sleeping Sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;2236;No, then she'd have respiratory symptoms.;respiratory symptoms;['respiratory symptoms', 'respiratory disorder'];respiratory symptoms;100.0
House;2237;We rejected Lyme Disease because the couple would have noticed a rash, but a wet hacking cough is just going to slip right by.;Lyme Disease;['Lyme disease', 'lyme arthritis'];Lyme disease;100.0
House;2242;For a diagnosis of Tularemia you need a four-fold increase in serum antibody levels.;Tularemia;['tularemia'];tularemia;100.0
House;2251;And the treatment for sleeping sickness kills one in ten patients.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;2254;Foreman got the gang testing for Tularemia?;Tularemia;['tularemia'];tularemia;100.0
House;2263;It's her first time in an oncology unit and she's having a tough time, emotionally.;oncology;['tumor'];tumor;17.0
House;2316;If your wife has sleeping sickness and we don't treat her, she'll die.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;2318;They say no cheating, we cross of sleeping sickness.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;2335;The patient doesn't have Tularemia.;Tularemia;['tularemia'];tularemia;100.0
House;2337;It takes ten doctors and a coma to diagnose sleeping sickness.;sleeping sickness;['African sleeping sickness'];African sleeping sickness;71.0
House;2343;Your wife has human African Trypanosomiasis.;Trypanosomiasis;['trypanosomiasis'];trypanosomiasis;100.0
House;2344;You mean its not Tularemia.;Tularemia;['tularemia'];tularemia;100.0
House;2368;So we're treating her for African sleeping sickness because you don't think it's possible for someone to be faithful in a relationship?;African sleeping sickness;['African sleeping sickness'];African sleeping sickness;100.0
House;2385;Thyroid cancer would have been diagnosed at least a year before his death, you knew he was dying when you married him.;Thyroid cancer;['thyroid tumor', 'thyroid carcinoma', 'thyroid cancer', 'thyroid adenoma', 'thyroid follicular adenoma'];thyroid tumor;52.0
House;2390;Fever spiked at 104.;Fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;2428;The mothers aren't sick, so  No toxoplasmosis, no rubella.;toxoplasmosis;['toxoplasmosis'];toxoplasmosis;100.0
House;2445;Let's get M.R.I. 's, check for abscesses or some occult infection.;abscesses;['abscess'];abscess;100.0
House;2510;A little lethargic.;lethargic;['lethargy'];lethargy;93.0
House;2529;Their baby gets a fever.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;2542;Went into seizures six hours ago, brought into the intensive care... diagnosed with obstruction of the small bowel.;obstruction of the small bowel;['block'];block;32.0
House;2549;Fever of unknown origin, 101 degrees, trending upwards.;Fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;2558;The Hartig girl has a bowel obstruction.;bowel obstruction;['bowel obstruction'];bowel obstruction;100.0
House;2560;What does bowel obstruction on a chart indicate?;bowel obstruction;['bowel obstruction'];bowel obstruction;100.0
House;2754;Which means the antibiotics are causing the kidney failure.;kidney failure;['kidney failure', 'renal impairment', 'kidney insufficiency'];kidney failure;100.0
House;2764;If we leave them on both the antibiotics, they'll die of kidney failure.;kidney failure;['kidney failure', 'renal impairment', 'kidney insufficiency'];kidney failure;100.0
House;2766;Which drug's causing the kidney failure?;kidney failure;['kidney failure', 'renal impairment', 'kidney insufficiency'];kidney failure;100.0
House;2876;You thinking pseudomonas infection?;pseudomonas;[];;
House;2942;One of the kids, the Hausen baby, had a skin rash.;skin rash;['rash'];rash;62.0
House;2943;It could be scalded-skin syndrome, which would be a sign of V.R.S.A. Then these kids are dead.;scalded-skin syndrome;['syndrome', 'scalded skin syndrome', 'scald'];syndrome;52.0
House;2966;There was no sign of lymphocytosis in the blood tests.;lymphocytosis;['lymphocytosis', 'lymphocyte count increased'];lymphocytosis;100.0
House;2991;No toxoplasmosis, no rubella.;toxoplasmosis;['toxoplasmosis'];toxoplasmosis;100.0
House;2992;Cross out the entire TORCH syndrome.;TORCH syndrome;['torch syndrome'];torch syndrome;100.0
House;2993;You didn't find any lung damage?;lung damage;['damage', 'wheezing', 'stridor', 'rhonchi', 'lung crackles', 'pleural rub'];damage;67.0
House;3010;No, the Limpert boy had a bit of jaundice.;jaundice;['jaundice'];jaundice;100.0
House;3015;I'll just tell his parents he can't check out because he has the smallpox.;smallpox;['smallpox disease', 'alastrim'];smallpox disease;70.0
House;3037;Viruses are more difficult to treat than bacterial infections.;bacterial infections;['bacterial infection', 'mycobacterial infection'];bacterial infection;100.0
House;3038;We still haven't found a cure for the common cold.;common cold;['common cold', 'catarrh', 'coryza'];common cold;100.0
House;3139;Yeah, I'm, I'm, a bit of an upset stomach too, and I think I'm running a fever, I'm just... worried I might be contagious.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;3144;Because I really do, hey, I really do have a cough.;cough;['coughing', 'cough symptom'];coughing;100.0
House;3173;The kid's got abdominal pain.;abdominal pain;['abdominal pain'];abdominal pain;100.0
House;3181;Treat him for sepsis, broad-spectrum antibiotics and I want a cort-stim test and an echocardiogram.;sepsis;['blood poisoning', 'sepsis', 'pyemia'];blood poisoning;24.0
House;3236;Typically, low blood pressure and abdominal pain means an infection.;abdominal pain;['abdominal pain'];abdominal pain;100.0
House;3239;What if the low blood pressure is causing the abdominal pain?;abdominal pain;['abdominal pain'];abdominal pain;100.0
House;3247;And then there's hypothyroidism, could be parasites.;hypothyroidism;['hypothyroidism', 'secondary hypothyroidism', 'central hypothyroidism', 'primary hypothyroidism'];hypothyroidism;100.0
House;3261;Chase says that cardiac infection is a 10 million to one shot, which makes my idea 10 times better than yours.;cardiac infection;['cardiac infection', 'infection'];cardiac infection;100.0
House;3276;We've been here long enough to... been here long enough to have Stockholm Syndrome.;Stockholm Syndrome;['syndrome', 'stockholm syndrome'];syndrome;58.0
House;3285;I'm waiting for the Epstein Barr virus.;Epstein Barr virus;[];;
House;3321;It means the antibiotics didn't cause the kidney failure.;kidney failure;['kidney failure', 'renal impairment', 'kidney insufficiency'];kidney failure;100.0
House;3336;Patient's negative for hypothyroidism.;hypothyroidism;['hypothyroidism', 'secondary hypothyroidism', 'central hypothyroidism', 'primary hypothyroidism'];hypothyroidism;100.0
House;3339;If I'm right and it's a viral infection, one of two things always happens:;viral infection;['viral infection'];viral infection;100.0
House;3426;So even if you're right, no gout medication.;gout;['gout'];gout;100.0
House;3461;Well, we foolishly ruled out lymphoma because his CT scan showed no adenophathy,;lymphoma;['lymphoma'];lymphoma;100.0
House;3473;He can't tolerate any cardiac arrhythmia.;cardiac arrhythmia;['Abnormal heart rhythms'];Abnormal heart rhythms;43.0
House;3492;You have a little birdie carved on your arm, that tells me you have a high tolerance for humiliation, so I figure it's not hemorrhoids.;hemorrhoids;['hemorrhoid (pile)'];hemorrhoid (pile);80.0
House;3515;First of all, there's a pain in the abdomen, the rash, the fever... isn't that what you got first?;pain;['pain', 'burning pain', 'ache', 'radiating pain'];pain;100.0
House;3517;Then it screws up your bone marrow, and then...neuropathy.;neuropathy;['neuropathy'];neuropathy;100.0
House;3536;The gout medicine OD?;gout;['gout'];gout;100.0
House;3560;Yeah, um-um, I have a bit of an upset stomach too, and I think I'm running a fever.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;3597;L-I really do have a cough.;cough;['coughing', 'cough symptom'];coughing;100.0
House;3655;The fact that I know it's a gout medicine O.D. Would indicate the case is already solved.;gout;['gout'];gout;100.0
House;3661;Yeah, I'm, I've a bit of an upset stomach too, and I think I'm running a fever, I'm just... worried I might be contagious.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;3678;I-I really do have a cough.;cough;['coughing', 'cough symptom'];coughing;100.0
House;3681;I really do have a cough.;cough;['coughing', 'cough symptom'];coughing;100.0
House;3682;You also have a little rash.;rash;['rash'];rash;100.0
House;3716;What about arthritis?;arthritis;['arthritis', 'polyarthritis', 'polyarticular arthritis'];arthritis;100.0
House;3731;Treat him for sepsis, broad-spectrum antibiotics, and I want a Cort-stim test and an echocardiogram.;sepsis;['blood poisoning', 'sepsis', 'pyemia'];blood poisoning;24.0
House;3759;And, no, I do not have a pain management problem.;pain;['pain', 'burning pain', 'ache', 'radiating pain'];pain;100.0
House;3760;I have a pain problem.;pain;['pain', 'burning pain', 'ache', 'radiating pain'];pain;100.0
House;3825;The kidney failure was caused by the antibiotics.;kidney failure;['kidney failure', 'renal impairment', 'kidney insufficiency'];kidney failure;100.0
House;3827;Except we checked for abdominal infections.;abdominal infections;['abdominal infection'];abdominal infection;100.0
House;3829;What if the low blood pressure's causing the abdominal pain?;abdominal pain;['abdominal pain'];abdominal pain;100.0
House;3831;The intestines aren't getting enough blood, and the result is belly pain.;belly pain;['pain', 'burning pain', 'ache', 'radiating pain'];pain;57.0
House;3839;Well, anything can cause a rash.;rash;['rash'];rash;100.0
House;3863;Chase says the cardiac infection is a 10 million-to-1 shot, which makes my idea 10 times better than yours.;cardiac infection;['cardiac infection', 'infection'];cardiac infection;100.0
House;3897;We've been here long enough to have Stockholm syndrome.;Stockholm syndrome;['stockholm syndrome'];stockholm syndrome;100.0
House;3903;I'm going to the lab to test for viral infections.;viral infections;['viral infection'];viral infection;100.0
House;3908;I'm waiting for the Epstein-Barr virus.;Epstein-Barr virus;[];;
House;3927;I'm Dr. Cuddy.;Cuddy;[];;
House;3987;Still have the cough.;cough;['coughing', 'cough symptom'];coughing;100.0
House;3989;His fever is gone.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;3998;The patient's negative for hypothyroidism.;hypothyroidism;['hypothyroidism', 'secondary hypothyroidism', 'central hypothyroidism', 'primary hypothyroidism'];hypothyroidism;100.0
House;4001;If I'm right and it's a viral infection, one of two things always happen:;viral infection;['viral infection'];viral infection;100.0
House;4065;Maybe we find some fibrosis.;fibrosis;['fibrosis'];fibrosis;100.0
House;4112;Because he doesn't have gout.;gout;['gout'];gout;100.0
House;4116;But he doesn't have gout.;gout;['gout'];gout;100.0
House;4117;Why would he have gout medication?;gout;['gout'];gout;100.0
House;4126;The pharmacist gave him gout medicine instead of cough medicine.;gout;['gout'];gout;100.0
House;4131;So even if you're right, no more gout medication.;gout;['gout'];gout;100.0
House;4170;If the prescription said cough medicine, that's what I dispensed.;cough;['coughing', 'cough symptom'];coughing;100.0
House;4187;Hey, I'm just a pharmacist, but I know what cough medicine looks like, Doctor.;cough;['coughing', 'cough symptom'];coughing;100.0
House;4243;So I figure it's not hemorrhoids.;hemorrhoids;['hemorrhoid (pile)'];hemorrhoid (pile);80.0
House;4280;Then it screws up your bone marrow, and then neuropathy.;neuropathy;['neuropathy'];neuropathy;100.0
House;4308;The gout medicine O.D.?;gout;['gout'];gout;100.0
House;4309;The fact that I know it's a gout medicine O.D. would indicate the case is already solved.;gout;['gout'];gout;100.0
House;4385;9 times out of 10 there's no reason to talk to a patient, but night terrors in a 16 year old is a VERY good reason to talk to this family.;night terrors;['night terrors', 'adult night terror'];night terrors;100.0
House;4395;Proves two things, no neurological damage, and your son is never going to be chief fry cook.;neurological;['nervous system disease', 'system disorders of the nervous system'];nervous system disease;29.0
House;4396;In teens there are two likely causes of night terrors:;night terrors;['night terrors', 'adult night terror'];night terrors;100.0
House;4399;Dan if there's no trauma the other cause is sexual abuse.;sexual abuse;['sexual abuse'];sexual abuse;100.0
House;4406;"There was trauma;";trauma;['trauma', 'injury from an external force', 'injuries wounds', 'physical wound'];trauma;100.0
House;4411;No concussion, it's gotta be something else.;concussion;['brain concussion', 'mild concussion'];brain concussion;70.0
House;4413;ER obviously screwed up, kid's got a concussion.;concussion;['brain concussion', 'mild concussion'];brain concussion;70.0
House;4453;If we exclude the night terrors it could be something systemic:;night terrors;['night terrors', 'adult night terror'];night terrors;100.0
House;4460;If he's having night terrors I want to see them.;night terrors;['night terrors', 'adult night terror'];night terrors;100.0
House;4471;He took a small clue that there's a neurological problem and wasn't afraid to run with it.;neurological;['nervous system disease', 'system disorders of the nervous system'];nervous system disease;29.0
House;4472;There's no evidence of meningitis on that MRI.;meningitis;['meningitis', 'meningitis/encephalitis', 'pachymeningitis'];meningitis;100.0
House;4485;If there's bowing it could be a tumor.;tumor;['tumor'];tumor;100.0
House;4486;Do you see a tumor on this MRI?;tumor;['tumor'];tumor;100.0
House;4488;There's no tumor, just a blockage causing pressure, causing symptoms.;tumor;['tumor'];tumor;100.0
House;4496;We could tell them he's got Huntington's.;Huntington's;['Huntington disease'];Huntington disease;69.0
House;4501;No fever, glands normal, missing her vaccination dates.;fever;['fever', 'hyperthermic', 'feverish', 'fever symptoms'];fever;100.0
House;4514;The antibodies in yummy mummy only protect the kid for 6 months, which is why these companies think they can gouge you.;yummy mummy;[];;
House;4522;Because we're having a disagreement about whether or not it is MS.;MS;['multiple sclerosis (MS)', 'mitral valve stenosis'];multiple sclerosis (MS);19.0
